consult_id,customer_id,survey_date,score,comment
CNS01112,CUST0207,2024-05-05,5,매우 만족
CNS01113,CUST0070,2024-12-20,5,매우 만족
CNS01114,CUST0283,2024-03-31,4,만족
CNS01115,CUST0465,2024-09-11,5,매우 만족
CNS01116,CUST0365,2024-12-15,3,보통
CNS01117,CUST0230,2024-06-11,3,보통
CNS01118,CUST0366,2024-06-18,4,만족
CNS01119,CUST0028,2024-11-23,4,만족
CNS01120,CUST0195,2024-06-30,1,매우 불만족
CNS01121,CUST0175,2024-07-19,4,만족
CNS01122,CUST0006,2024-04-01,4,만족
CNS01123,CUST0267,2024-01-01,3,보통
CNS01124,CUST0258,2024-12-26,4,만족
CNS01125,CUST0126,2024-09-23,2,불만족
CNS01126,CUST0040,2024-07-25,3,보통
CNS01127,CUST0486,2024-05-24,5,매우 만족
CNS01128,CUST0306,2024-06-02,3,보통
CNS01129,CUST0243,2024-12-07,3,보통
CNS01130,CUST0256,2024-11-05,4,만족
CNS01131,CUST0280,2024-08-27,2,불만족
CNS01132,CUST0309,2024-11-22,3,보통
CNS01133,CUST0208,2024-08-20,2,불만족
CNS01134,CUST0134,2024-09-06,3,보통
CNS01135,CUST0403,2024-08-24,4,만족
CNS01136,CUST0437,2024-08-01,3,보통
CNS01137,CUST0370,2024-10-03,5,매우 만족
CNS01138,CUST0036,2024-04-18,4,만족
CNS01139,CUST0499,2024-01-19,5,매우 만족
CNS01140,CUST0175,2024-04-18,4,만족
CNS01141,CUST0420,2024-11-27,4,만족
CNS01142,CUST0381,2024-03-02,4,만족
CNS01143,CUST0354,2024-05-07,4,만족
CNS01144,CUST0212,2024-08-23,4,만족
CNS01145,CUST0281,2024-12-07,5,매우 만족
CNS01146,CUST0289,2024-07-19,3,보통
CNS01147,CUST0236,2024-07-28,2,불만족
CNS01148,CUST0357,2024-04-05,5,매우 만족
CNS01149,CUST0236,2024-03-12,3,보통
CNS01150,CUST0169,2024-05-05,2,불만족
CNS01151,CUST0331,2024-06-13,4,만족
CNS01152,CUST0341,2024-02-14,2,불만족
CNS01153,CUST0081,2024-04-23,4,만족
CNS01154,CUST0097,2024-02-14,1,매우 불만족
CNS01155,CUST0127,2024-07-10,3,보통
CNS01156,CUST0369,2024-11-07,4,만족
CNS01157,CUST0424,2024-03-11,5,매우 만족
CNS01158,CUST0206,2024-01-29,3,보통
CNS01159,CUST0044,2024-07-14,4,만족
CNS01160,CUST0415,2024-11-17,3,보통
CNS01161,CUST0339,2024-05-15,4,만족
CNS01162,CUST0383,2024-04-17,4,만족
CNS01163,CUST0498,2024-06-24,3,보통
CNS01164,CUST0405,2024-10-26,5,매우 만족
CNS01165,CUST0297,2024-02-05,5,매우 만족
CNS01166,CUST0325,2024-02-07,3,보통
CNS01167,CUST0056,2024-12-29,2,불만족
CNS01168,CUST0062,2024-11-21,1,매우 불만족
CNS01169,CUST0338,2024-01-18,3,보통
CNS01170,CUST0203,2024-11-08,2,불만족
CNS01171,CUST0353,2024-10-30,5,매우 만족
CNS01172,CUST0480,2024-04-25,5,매우 만족
CNS01173,CUST0031,2024-06-11,5,매우 만족
CNS01174,CUST0070,2024-08-03,3,보통
CNS01175,CUST0470,2024-03-11,4,만족
CNS01176,CUST0412,2024-08-03,4,만족
CNS01177,CUST0250,2024-07-01,3,보통
CNS01178,CUST0258,2024-08-10,4,만족
CNS01179,CUST0134,2024-11-08,4,만족
CNS01180,CUST0002,2024-09-26,4,만족
CNS01181,CUST0368,2024-02-09,3,보통
CNS01182,CUST0070,2024-07-24,4,만족
CNS01183,CUST0457,2024-06-21,4,만족
CNS01184,CUST0110,2024-01-07,3,보통
CNS01185,CUST0265,2024-07-25,4,만족
CNS01186,CUST0439,2024-04-15,4,만족
CNS01187,CUST0083,2024-09-05,5,매우 만족
CNS01188,CUST0274,2024-04-17,4,만족
CNS01189,CUST0121,2024-10-05,5,매우 만족
CNS01190,CUST0385,2024-01-09,2,불만족
CNS01191,CUST0045,2024-01-04,4,만족
CNS01192,CUST0490,2024-02-24,4,만족
CNS01193,CUST0202,2024-09-27,5,매우 만족
CNS01194,CUST0336,2024-03-19,4,만족
CNS01195,CUST0192,2024-05-29,5,매우 만족
CNS01196,CUST0496,2024-01-15,4,만족
CNS01197,CUST0379,2024-10-12,5,매우 만족
CNS01198,CUST0442,2024-05-26,3,보통
CNS01199,CUST0392,2024-09-17,5,매우 만족
CNS01200,CUST0441,2024-04-07,3,보통
CNS01201,CUST0157,2024-01-22,4,만족
CNS01202,CUST0045,2024-02-26,5,매우 만족
CNS01203,CUST0018,2024-12-07,3,보통
CNS01204,CUST0360,2024-01-18,5,매우 만족
CNS01205,CUST0053,2024-09-10,4,만족
CNS01206,CUST0279,2024-01-30,1,매우 불만족
CNS01207,CUST0229,2024-07-14,2,불만족
CNS01208,CUST0002,2024-12-08,4,만족
CNS01209,CUST0313,2024-12-31,5,매우 만족
CNS01210,CUST0300,2024-02-01,5,매우 만족
CNS01211,CUST0216,2024-04-01,4,만족
CNS01212,CUST0338,2024-06-28,2,불만족
CNS01213,CUST0055,2024-02-05,5,매우 만족
CNS01214,CUST0398,2024-02-26,4,만족
CNS01215,CUST0372,2024-10-19,4,만족
CNS01216,CUST0462,2024-02-10,4,만족
CNS01217,CUST0192,2024-01-27,5,매우 만족
CNS01218,CUST0383,2024-02-18,2,불만족
CNS01219,CUST0206,2024-08-24,5,매우 만족
CNS01220,CUST0011,2024-09-12,5,매우 만족
CNS01221,CUST0261,2024-11-19,4,만족
CNS01222,CUST0341,2024-10-06,4,만족
CNS01223,CUST0210,2024-05-12,4,만족
CNS01224,CUST0165,2024-04-08,4,만족
CNS01225,CUST0091,2024-08-14,4,만족
CNS01226,CUST0470,2024-03-20,5,매우 만족
CNS01227,CUST0146,2024-07-09,3,보통
CNS01228,CUST0164,2024-12-10,4,만족
CNS01229,CUST0002,2024-02-18,1,매우 불만족
CNS01230,CUST0081,2024-06-18,5,매우 만족
CNS01231,CUST0053,2024-04-08,4,만족
CNS01232,CUST0319,2024-06-05,3,보통
CNS01233,CUST0351,2024-06-12,4,만족
CNS01234,CUST0229,2024-08-26,5,매우 만족
CNS01235,CUST0498,2024-10-25,4,만족
CNS01236,CUST0344,2024-02-19,5,매우 만족
CNS01237,CUST0202,2024-10-29,1,매우 불만족
CNS01238,CUST0479,2024-04-27,4,만족
CNS01239,CUST0356,2024-05-26,5,매우 만족
CNS01240,CUST0106,2024-02-25,4,만족
CNS01241,CUST0480,2024-03-09,4,만족
CNS01242,CUST0458,2024-12-31,4,만족
CNS01243,CUST0039,2024-05-18,5,매우 만족
CNS01244,CUST0402,2024-01-16,2,불만족
CNS01245,CUST0486,2024-03-21,3,보통
CNS01246,CUST0079,2024-10-09,3,보통
CNS01247,CUST0415,2024-01-24,1,매우 불만족
CNS01248,CUST0197,2024-01-09,4,만족
CNS01249,CUST0396,2024-10-17,4,만족
CNS01250,CUST0030,2024-12-07,5,매우 만족
CNS01251,CUST0468,2024-12-11,4,만족
CNS01252,CUST0477,2024-08-15,5,매우 만족
CNS01253,CUST0155,2024-10-03,4,만족
CNS01254,CUST0137,2024-05-15,4,만족
CNS01255,CUST0070,2024-10-09,4,만족
CNS01256,CUST0232,2024-06-15,5,매우 만족
CNS01257,CUST0190,2024-10-11,3,보통
CNS01258,CUST0366,2024-09-15,4,만족
CNS01259,CUST0124,2024-01-13,5,매우 만족
CNS01260,CUST0319,2024-06-24,3,보통
CNS01261,CUST0441,2024-11-21,5,매우 만족
CNS01262,CUST0160,2024-07-24,4,만족
CNS01263,CUST0290,2024-10-18,5,매우 만족
CNS01264,CUST0333,2024-03-11,4,만족
CNS01265,CUST0202,2024-09-20,4,만족
CNS01266,CUST0325,2024-08-13,4,만족
CNS01267,CUST0344,2024-07-08,4,만족
CNS01268,CUST0489,2024-10-03,4,만족
CNS01269,CUST0361,2024-11-25,3,보통
CNS01270,CUST0403,2024-11-01,3,보통
CNS01271,CUST0161,2024-03-29,4,만족
CNS01272,CUST0290,2024-05-15,4,만족
CNS01273,CUST0117,2024-05-19,4,만족
CNS01274,CUST0357,2024-12-06,2,불만족
CNS01275,CUST0290,2024-01-21,5,매우 만족
CNS01276,CUST0088,2024-05-16,5,매우 만족
CNS01277,CUST0429,2024-03-06,4,만족
CNS01278,CUST0405,2024-09-16,4,만족
CNS01279,CUST0081,2024-01-19,4,만족
CNS01280,CUST0018,2024-12-06,3,보통
CNS01281,CUST0040,2024-05-07,4,만족
CNS01282,CUST0299,2024-05-08,3,보통
CNS01283,CUST0232,2024-08-12,4,만족
CNS01284,CUST0062,2024-01-31,4,만족
CNS01285,CUST0071,2024-10-13,4,만족
CNS01286,CUST0303,2024-09-04,5,매우 만족
CNS01287,CUST0092,2024-06-01,3,보통
CNS01288,CUST0045,2024-11-07,5,매우 만족
CNS01289,CUST0224,2024-09-07,3,보통
CNS01290,CUST0471,2024-09-11,3,보통
CNS01291,CUST0357,2024-04-29,4,만족
CNS01292,CUST0036,2024-09-25,5,매우 만족
CNS01293,CUST0316,2024-12-28,4,만족
CNS01294,CUST0411,2024-11-20,4,만족
CNS01295,CUST0364,2024-09-27,4,만족
CNS01296,CUST0476,2024-03-12,5,매우 만족
CNS01297,CUST0036,2024-10-24,4,만족
CNS01298,CUST0159,2024-08-07,4,만족
CNS01299,CUST0192,2024-02-04,4,만족
CNS01300,CUST0331,2024-02-07,5,매우 만족
CNS01301,CUST0394,2024-08-04,4,만족
CNS01302,CUST0071,2024-04-11,4,만족
CNS01303,CUST0402,2024-11-27,4,만족
CNS01304,CUST0476,2024-07-29,3,보통
CNS01305,CUST0104,2024-12-07,2,불만족
CNS01306,CUST0439,2024-06-04,3,보통
CNS01307,CUST0250,2024-05-03,5,매우 만족
CNS01308,CUST0391,2024-09-04,3,보통
CNS01309,CUST0307,2024-10-14,2,불만족
CNS01310,CUST0429,2024-07-12,3,보통
CNS01311,CUST0145,2024-01-28,5,매우 만족
CNS01312,CUST0145,2024-06-26,5,매우 만족
CNS01313,CUST0300,2024-09-10,4,만족
CNS01314,CUST0117,2024-02-08,4,만족
CNS01315,CUST0417,2024-01-10,4,만족
CNS01316,CUST0393,2024-02-05,4,만족
CNS01317,CUST0276,2024-09-11,5,매우 만족
CNS01318,CUST0492,2024-02-14,4,만족
CNS01319,CUST0356,2024-09-11,1,매우 불만족
CNS01320,CUST0092,2024-06-05,3,보통
