consult_id,customer_id,consult_date,channel,agent_id,category,handle_time_min,resolved_yn,is_repeat
CNS00673,CUST0030,2024-09-03,전화,AGT028,결제오류,8.2,Y,N
CNS00674,CUST0394,2024-10-11,앱,AGT016,서비스불만,4.3,Y,N
CNS00675,CUST0095,2024-01-25,앱,AGT024,서비스불만,7.6,Y,N
CNS00676,CUST0331,2024-10-08,전화,AGT029,서비스불만,11.3,Y,N
CNS00677,CUST0295,2024-08-24,매장,AGT013,서비스불만,6.7,Y,N
CNS00678,CUST0024,2024-03-18,홈페이지,AGT023,상품문의,17.1,Y,N
CNS00679,CUST0406,2024-10-09,홈페이지,AGT012,결제오류,8.6,Y,N
CNS00680,CUST0203,2024-08-01,전화,AGT008,상품문의,9.3,Y,N
CNS00681,CUST0140,2024-10-03,전화,AGT016,상품문의,11.5,Y,N
CNS00682,CUST0288,2024-10-29,앱,AGT005,요금문의,8.2,Y,N
CNS00683,CUST0050,2024-05-04,홈페이지,AGT013,요금문의,5.0,Y,N
CNS00684,CUST0126,2024-06-30,전화,AGT018,서비스불만,6.2,N,N
CNS00685,CUST0423,2024-05-28,앱,AGT017,요금문의,9.5,Y,N
CNS00686,CUST0008,2024-09-13,전화,AGT017,상품문의,10.1,Y,N
CNS00687,CUST0120,2024-09-11,앱,AGT014,기타,11.5,Y,N
CNS00688,CUST0444,2024-08-14,전화,AGT008,요금문의,5.4,Y,N
CNS00689,CUST0378,2024-11-10,전화,AGT013,요금문의,10.9,Y,N
CNS00690,CUST0356,2024-04-19,앱,AGT011,서비스불만,7.5,Y,N
CNS00691,CUST0477,2024-03-27,앱,AGT016,서비스불만,13.1,Y,N
CNS00692,CUST0018,2024-09-13,매장,AGT021,요금문의,19.4,Y,N
CNS00693,CUST0495,2024-09-25,홈페이지,AGT003,요금문의,13.2,Y,N
CNS00694,CUST0325,2024-08-25,앱,AGT004,기타,8.6,Y,N
CNS00695,CUST0335,2024-10-07,전화,AGT024,요금문의,10.1,Y,N
CNS00696,CUST0465,2024-11-15,홈페이지,AGT021,요금문의,14.5,N,N
CNS00697,CUST0206,2024-12-06,전화,AGT008,결제오류,4.2,Y,N
CNS00698,CUST0038,2024-10-06,전화,AGT027,결제오류,3.4,Y,N
CNS00699,CUST0018,2024-12-09,홈페이지,AGT012,기타,15.1,Y,N
CNS00700,CUST0400,2024-07-28,매장,AGT012,서비스불만,4.3,Y,N
CNS00701,CUST0245,2024-10-26,전화,AGT026,기타,16.1,Y,N
CNS00702,CUST0384,2024-01-27,앱,AGT021,기타,5.7,Y,N
CNS00703,CUST0493,2024-05-21,전화,AGT013,서비스불만,10.6,N,N
CNS00704,CUST0050,2024-09-10,앱,AGT010,상품문의,6.1,Y,N
CNS00705,CUST0121,2024-02-28,앱,AGT021,상품문의,11.3,Y,N
CNS00706,CUST0156,2024-12-21,전화,AGT015,서비스불만,6.8,Y,N
CNS00707,CUST0047,2024-03-27,전화,AGT015,상품문의,11.8,Y,N
CNS00708,CUST0009,2024-07-29,전화,AGT001,결제오류,4.9,Y,N
CNS00709,CUST0349,2024-10-22,앱,AGT003,요금문의,12.7,Y,N
CNS00710,CUST0011,2024-01-01,앱,AGT028,서비스불만,3.5,Y,N
CNS00711,CUST0403,2024-03-20,앱,AGT014,결제오류,14.2,Y,N
CNS00712,CUST0039,2024-04-05,전화,AGT027,요금문의,17.3,Y,N
CNS00713,CUST0075,2024-01-29,매장,AGT005,요금문의,25.2,Y,N
CNS00714,CUST0413,2024-06-28,앱,AGT008,요금문의,4.7,Y,N
CNS00715,CUST0465,2024-11-17,홈페이지,AGT023,결제오류,8.2,Y,N
CNS00716,CUST0477,2024-04-09,앱,AGT020,요금문의,18.6,Y,N
CNS00717,CUST0483,2024-07-09,전화,AGT029,요금문의,17.8,Y,N
CNS00718,CUST0464,2024-12-02,전화,AGT024,요금문의,10.3,N,N
CNS00719,CUST0211,2024-05-28,전화,AGT029,요금문의,13.0,Y,N
CNS00720,CUST0333,2024-12-23,매장,AGT011,요금문의,10.1,Y,N
CNS00721,CUST0405,2024-06-21,앱,AGT010,결제오류,10.6,Y,N
CNS00722,CUST0337,2024-03-04,홈페이지,AGT026,요금문의,6.5,Y,N
CNS00723,CUST0077,2024-08-28,매장,AGT018,상품문의,5.4,N,N
CNS00724,CUST0067,2024-12-16,매장,AGT007,결제오류,13.9,Y,N
CNS00725,CUST0023,2024-02-26,전화,AGT027,결제오류,4.9,N,N
CNS00726,CUST0087,2024-04-18,전화,AGT004,상품문의,6.6,Y,N
CNS00727,CUST0144,2024-10-09,홈페이지,AGT005,기타,9.9,Y,Y
CNS00728,CUST0067,2024-10-09,전화,AGT011,상품문의,12.7,Y,N
CNS00729,CUST0172,2024-12-06,전화,AGT025,요금문의,6.2,Y,N
CNS00730,CUST0092,2024-05-07,전화,AGT012,서비스불만,14.5,Y,N
CNS00731,CUST0291,2024-12-02,앱,AGT011,기타,21.6,Y,N
CNS00732,CUST0109,2024-09-06,앱,AGT020,서비스불만,6.6,Y,N
CNS00733,CUST0413,2024-11-14,앱,AGT018,기타,29.8,Y,N
CNS00734,CUST0467,2024-11-23,홈페이지,AGT019,상품문의,12.7,N,N
CNS00735,CUST0232,2024-06-26,매장,AGT029,요금문의,16.2,Y,Y
CNS00736,CUST0038,2024-04-23,앱,AGT009,결제오류,12.2,Y,N
CNS00737,CUST0349,2024-02-26,전화,AGT009,요금문의,20.9,Y,N
CNS00738,CUST0318,2024-07-24,앱,AGT006,서비스불만,3.4,Y,N
CNS00739,CUST0094,2024-10-30,매장,AGT001,서비스불만,4.1,Y,N
CNS00740,CUST0406,2024-04-22,홈페이지,AGT014,상품문의,6.7,Y,N
CNS00741,CUST0093,2024-11-02,앱,AGT023,요금문의,18.0,Y,N
CNS00742,CUST0124,2024-05-10,전화,AGT023,상품문의,5.4,Y,N
CNS00743,CUST0366,2024-02-10,매장,AGT013,결제오류,18.6,Y,N
CNS00744,CUST0278,2024-02-10,전화,AGT027,요금문의,6.8,N,N
CNS00745,CUST0239,2024-07-01,전화,AGT001,결제오류,16.8,Y,N
CNS00746,CUST0429,2024-08-11,전화,AGT022,결제오류,11.0,Y,N
CNS00747,CUST0473,2024-05-30,전화,AGT028,요금문의,10.9,Y,N
CNS00748,CUST0145,2024-01-05,앱,AGT016,요금문의,24.3,Y,N
CNS00749,CUST0362,2024-12-23,매장,AGT029,요금문의,11.5,Y,N
CNS00750,CUST0318,2024-02-12,전화,AGT013,서비스불만,12.2,Y,N
CNS00751,CUST0415,2024-11-11,전화,AGT001,서비스불만,8.8,Y,N
CNS00752,CUST0377,2024-11-16,전화,AGT003,결제오류,8.1,Y,N
CNS00753,CUST0141,2024-02-20,앱,AGT024,결제오류,18.6,N,N
CNS00754,CUST0180,2024-03-02,전화,AGT006,요금문의,17.8,Y,N
CNS00755,CUST0416,2024-02-07,홈페이지,AGT027,결제오류,6.7,N,N
CNS00756,CUST0053,2024-08-18,앱,AGT011,상품문의,12.6,N,N
CNS00757,CUST0152,2024-01-30,전화,AGT021,상품문의,6.3,Y,N
CNS00758,CUST0127,2024-04-06,홈페이지,AGT025,기타,4.6,Y,N
CNS00759,CUST0479,2024-03-30,전화,AGT022,서비스불만,19.4,Y,N
CNS00760,CUST0048,2024-06-01,앱,AGT006,요금문의,8.4,Y,N
CNS00761,CUST0299,2024-04-19,앱,AGT024,서비스불만,34.9,Y,N
CNS00762,CUST0381,2024-06-27,앱,AGT026,결제오류,11.5,Y,N
CNS00763,CUST0208,2024-05-12,앱,AGT029,상품문의,7.7,N,N
CNS00764,CUST0038,2024-02-12,매장,AGT010,요금문의,14.7,N,N
CNS00765,CUST0456,2024-02-12,매장,AGT004,요금문의,5.9,Y,N
CNS00766,CUST0493,2024-03-30,홈페이지,AGT020,요금문의,4.6,Y,N
CNS00767,CUST0049,2024-11-08,전화,AGT020,기타,31.1,Y,N
CNS00768,CUST0481,2024-09-29,홈페이지,AGT001,기타,13.4,Y,N
CNS00769,CUST0103,2024-12-15,앱,AGT010,요금문의,6.6,N,N
CNS00770,CUST0205,2024-03-24,전화,AGT017,요금문의,8.0,Y,N
CNS00771,CUST0403,2024-02-17,전화,AGT011,결제오류,3.6,Y,N
CNS00772,CUST0488,2024-05-17,앱,AGT004,요금문의,18.3,Y,N
CNS00773,CUST0107,2024-11-09,전화,AGT021,상품문의,4.5,Y,N
CNS00774,CUST0473,2024-11-15,전화,AGT020,요금문의,8.0,Y,N
CNS00775,CUST0042,2024-07-02,앱,AGT018,서비스불만,3.3,Y,N
CNS00776,CUST0316,2024-09-07,앱,AGT007,요금문의,14.9,Y,N
CNS00777,CUST0475,2024-05-05,전화,AGT026,요금문의,12.7,Y,N
CNS00778,CUST0270,2024-12-31,앱,AGT008,결제오류,5.3,Y,N
CNS00779,CUST0272,2024-07-07,전화,AGT008,요금문의,6.8,Y,N
CNS00780,CUST0222,2024-10-04,전화,AGT009,요금문의,3.9,Y,N
CNS00781,CUST0260,2024-04-10,전화,AGT002,결제오류,4.4,Y,N
CNS00782,CUST0127,2024-12-07,앱,AGT011,요금문의,5.8,Y,N
CNS00783,CUST0133,2024-06-15,전화,AGT030,서비스불만,6.9,Y,N
CNS00784,CUST0386,2024-02-13,앱,AGT002,서비스불만,7.0,Y,N
CNS00785,CUST0124,2024-11-30,매장,AGT013,기타,9.3,N,N
CNS00786,CUST0101,2024-04-22,홈페이지,AGT015,기타,9.6,Y,N
CNS00787,CUST0281,2024-02-04,앱,AGT029,기타,9.6,N,N
CNS00788,CUST0271,2024-01-16,전화,AGT013,결제오류,6.9,Y,N
CNS00789,CUST0022,2024-03-06,전화,AGT004,상품문의,8.8,Y,N
CNS00790,CUST0360,2024-03-19,전화,AGT023,기타,8.4,Y,N
CNS00791,CUST0061,2024-10-15,매장,AGT024,서비스불만,4.3,Y,N
CNS00792,CUST0387,2024-08-10,앱,AGT012,요금문의,8.8,Y,N
CNS00793,CUST0238,2024-09-21,전화,AGT023,서비스불만,12.0,Y,N
CNS00794,CUST0120,2024-04-03,전화,AGT005,요금문의,11.1,Y,N
CNS00795,CUST0170,2024-11-20,앱,AGT004,서비스불만,24.4,Y,N
CNS00796,CUST0258,2024-07-25,홈페이지,AGT007,서비스불만,15.5,Y,N
CNS00797,CUST0200,2024-03-29,전화,AGT029,서비스불만,5.5,N,N
CNS00798,CUST0319,2024-01-13,매장,AGT029,상품문의,9.6,Y,N
CNS00799,CUST0017,2024-06-05,앱,AGT012,서비스불만,5.3,Y,N
CNS00800,CUST0212,2024-11-26,매장,AGT017,상품문의,9.0,Y,N
CNS00801,CUST0162,2024-12-15,매장,AGT021,서비스불만,11.0,Y,N
CNS00802,CUST0381,2024-02-20,전화,AGT017,결제오류,11.6,Y,N
CNS00803,CUST0319,2024-01-22,전화,AGT027,서비스불만,10.5,Y,N
CNS00804,CUST0054,2024-05-14,홈페이지,AGT012,요금문의,16.6,N,N
CNS00805,CUST0047,2024-06-07,홈페이지,AGT018,요금문의,7.9,Y,N
CNS00806,CUST0299,2024-12-11,전화,AGT024,서비스불만,7.3,Y,N
CNS00807,CUST0476,2024-09-09,매장,AGT024,상품문의,18.8,Y,N
CNS00808,CUST0342,2024-08-15,전화,AGT008,상품문의,4.1,Y,N
CNS00809,CUST0335,2024-09-19,앱,AGT028,서비스불만,13.5,Y,N
CNS00810,CUST0240,2024-05-27,전화,AGT016,결제오류,20.4,Y,N
CNS00811,CUST0107,2024-01-31,전화,AGT026,요금문의,15.8,Y,N
CNS00812,CUST0055,2024-04-18,앱,AGT003,서비스불만,9.1,Y,N
CNS00813,CUST0089,2024-01-23,홈페이지,AGT003,요금문의,18.4,Y,N
CNS00814,CUST0495,2024-03-03,매장,AGT022,결제오류,11.9,N,N
CNS00815,CUST0398,2024-08-08,앱,AGT029,상품문의,5.2,Y,N
CNS00816,CUST0039,2024-12-26,전화,AGT023,서비스불만,8.2,Y,N
CNS00817,CUST0143,2024-03-04,전화,AGT020,요금문의,3.0,N,N
CNS00818,CUST0381,2024-05-26,앱,AGT026,상품문의,6.4,Y,N
CNS00819,CUST0144,2024-07-18,앱,AGT025,기타,3.3,Y,N
CNS00820,CUST0083,2024-10-29,앱,AGT007,결제오류,4.8,Y,N
CNS00821,CUST0471,2024-02-01,전화,AGT021,요금문의,13.2,N,N
CNS00822,CUST0298,2024-12-21,앱,AGT024,요금문의,24.1,Y,N
CNS00823,CUST0011,2024-07-07,전화,AGT002,요금문의,22.6,N,N
CNS00824,CUST0054,2024-04-22,매장,AGT011,서비스불만,3.0,Y,N
CNS00825,CUST0206,2024-07-19,전화,AGT025,기타,11.7,Y,N
CNS00826,CUST0342,2024-11-09,홈페이지,AGT001,기타,11.4,Y,N
CNS00827,CUST0415,2024-02-10,매장,AGT011,결제오류,7.8,N,N
CNS00828,CUST0126,2024-02-02,전화,AGT021,요금문의,5.3,N,N
CNS00829,CUST0420,2024-04-03,매장,AGT011,서비스불만,3.6,Y,N
CNS00830,CUST0091,2024-06-11,앱,AGT010,요금문의,5.6,N,N
CNS00831,CUST0071,2024-03-21,매장,AGT016,기타,7.6,Y,N
CNS00832,CUST0416,2024-06-09,앱,AGT008,상품문의,8.2,Y,N
CNS00833,CUST0126,2024-04-16,전화,AGT027,상품문의,7.7,Y,N
CNS00834,CUST0294,2024-01-25,앱,AGT027,상품문의,8.4,Y,N
CNS00835,CUST0384,2024-04-19,전화,AGT021,요금문의,4.8,Y,N
CNS00836,CUST0103,2024-01-06,매장,AGT026,요금문의,17.3,Y,N
CNS00837,CUST0259,2024-05-25,앱,AGT006,상품문의,9.0,Y,N
CNS00838,CUST0498,2024-08-13,전화,AGT022,요금문의,7.5,Y,Y
CNS00839,CUST0011,2024-12-07,전화,AGT028,요금문의,4.3,Y,N
CNS00840,CUST0103,2024-10-30,전화,AGT002,서비스불만,5.8,Y,N
CNS00841,CUST0467,2024-11-26,전화,AGT011,상품문의,10.1,Y,Y
CNS00842,CUST0344,2024-10-03,전화,AGT030,상품문의,30.5,Y,Y
CNS00843,CUST0352,2024-08-12,전화,AGT028,요금문의,9.6,Y,Y
CNS00844,CUST0197,2024-10-19,전화,AGT016,결제오류,6.2,Y,N
CNS00845,CUST0115,2024-10-04,홈페이지,AGT017,서비스불만,6.2,Y,N
CNS00846,CUST0070,2024-02-18,전화,AGT013,서비스불만,6.3,N,N
CNS00847,CUST0155,2024-06-21,전화,AGT016,요금문의,11.4,N,N
CNS00848,CUST0319,2024-11-27,앱,AGT024,서비스불만,17.4,N,N
CNS00849,CUST0493,2024-05-28,앱,AGT011,서비스불만,8.7,Y,Y
CNS00850,CUST0390,2024-07-18,전화,AGT015,요금문의,13.6,Y,N
CNS00851,CUST0341,2024-09-20,앱,AGT020,상품문의,10.3,Y,N
CNS00852,CUST0018,2024-01-09,전화,AGT001,서비스불만,7.7,N,N
CNS00853,CUST0486,2024-09-21,매장,AGT025,상품문의,8.5,N,N
CNS00854,CUST0387,2024-03-06,홈페이지,AGT023,기타,19.2,Y,N
CNS00855,CUST0221,2024-09-03,홈페이지,AGT027,결제오류,20.0,Y,N
CNS00856,CUST0159,2024-12-27,전화,AGT023,상품문의,5.3,Y,N
CNS00857,CUST0089,2024-03-20,앱,AGT002,기타,3.1,Y,N
CNS00858,CUST0383,2024-09-10,앱,AGT025,요금문의,5.2,Y,N
CNS00859,CUST0054,2024-06-30,전화,AGT030,요금문의,6.7,N,N
CNS00860,CUST0293,2024-11-14,앱,AGT016,상품문의,7.5,Y,N
CNS00861,CUST0229,2024-02-04,앱,AGT012,상품문의,14.4,N,N
CNS00862,CUST0202,2024-07-06,앱,AGT024,요금문의,19.1,Y,N
CNS00863,CUST0095,2024-04-08,홈페이지,AGT005,기타,9.1,Y,N
CNS00864,CUST0316,2024-03-21,전화,AGT027,요금문의,5.4,Y,N
CNS00865,CUST0487,2024-04-09,앱,AGT010,상품문의,14.7,Y,N
CNS00866,CUST0200,2024-07-01,앱,AGT009,상품문의,15.5,Y,N
CNS00867,CUST0415,2024-09-21,앱,AGT020,요금문의,19.1,Y,N
CNS00868,CUST0395,2024-08-07,앱,AGT007,상품문의,7.9,Y,N
CNS00869,CUST0157,2024-01-11,앱,AGT029,상품문의,4.4,N,N
CNS00870,CUST0304,2024-02-15,전화,AGT029,요금문의,14.2,Y,N
CNS00871,CUST0245,2024-05-11,전화,AGT013,요금문의,5.4,Y,N
CNS00872,CUST0456,2024-06-22,앱,AGT010,서비스불만,5.0,N,N
CNS00873,CUST0010,2024-08-06,전화,AGT030,서비스불만,10.1,Y,N
CNS00874,CUST0441,2024-06-28,매장,AGT004,상품문의,4.9,Y,N
CNS00875,CUST0044,2024-07-06,전화,AGT017,요금문의,7.5,Y,N
CNS00876,CUST0192,2024-07-12,홈페이지,AGT024,요금문의,4.4,Y,N
CNS00877,CUST0439,2024-01-21,홈페이지,AGT005,요금문의,13.1,Y,N
CNS00878,CUST0210,2024-04-11,앱,AGT024,요금문의,17.3,Y,N
CNS00879,CUST0270,2024-05-04,홈페이지,AGT018,상품문의,3.4,Y,N
CNS00880,CUST0258,2024-09-17,전화,AGT029,기타,12.9,Y,N
CNS00881,CUST0120,2024-08-31,홈페이지,AGT023,요금문의,8.7,Y,Y
CNS00882,CUST0331,2024-12-11,홈페이지,AGT021,결제오류,14.5,Y,N
CNS00883,CUST0096,2024-10-14,전화,AGT007,요금문의,14.9,Y,N
CNS00884,CUST0189,2024-03-17,매장,AGT001,결제오류,8.7,Y,N
CNS00885,CUST0175,2024-01-21,앱,AGT018,요금문의,6.7,Y,N
CNS00886,CUST0409,2024-08-13,앱,AGT018,요금문의,5.6,Y,N
CNS00887,CUST0440,2024-02-04,매장,AGT014,요금문의,18.3,Y,N
CNS00888,CUST0055,2024-11-15,매장,AGT018,상품문의,11.2,Y,N
CNS00889,CUST0294,2024-01-30,매장,AGT002,서비스불만,9.3,Y,N
CNS00890,CUST0231,2024-08-17,앱,AGT001,요금문의,18.9,Y,N
CNS00891,CUST0152,2024-12-10,전화,AGT011,결제오류,12.7,N,N
CNS00892,CUST0465,2024-07-04,앱,AGT010,서비스불만,12.4,N,N
CNS00893,CUST0303,2024-11-15,전화,AGT004,서비스불만,6.1,Y,N
CNS00894,CUST0281,2024-03-16,전화,AGT030,상품문의,6.5,Y,N
CNS00895,CUST0498,2024-05-24,전화,AGT026,결제오류,8.5,Y,N
CNS00896,CUST0325,2024-05-17,앱,AGT015,요금문의,6.4,Y,N
CNS00897,CUST0475,2024-03-03,전화,AGT017,상품문의,11.3,N,N
CNS00898,CUST0307,2024-01-26,홈페이지,AGT014,서비스불만,11.2,Y,N
CNS00899,CUST0402,2024-11-10,전화,AGT005,서비스불만,24.7,Y,N
CNS00900,CUST0139,2024-10-29,매장,AGT007,결제오류,6.6,Y,N
CNS00901,CUST0132,2024-12-11,홈페이지,AGT004,서비스불만,9.1,Y,N
CNS00902,CUST0109,2024-03-11,앱,AGT012,요금문의,9.7,Y,N
CNS00903,CUST0375,2024-03-09,전화,AGT025,요금문의,16.1,N,N
CNS00904,CUST0270,2024-07-11,전화,AGT014,상품문의,6.2,N,N
CNS00905,CUST0482,2024-07-30,전화,AGT016,요금문의,9.8,Y,N
CNS00906,CUST0126,2024-07-05,앱,AGT012,상품문의,18.0,Y,N
CNS00907,CUST0413,2024-01-12,앱,AGT006,서비스불만,9.5,Y,N
CNS00908,CUST0466,2024-04-26,전화,AGT019,요금문의,15.3,Y,N
CNS00909,CUST0369,2024-09-05,앱,AGT013,요금문의,15.7,Y,N
CNS00910,CUST0056,2024-04-06,홈페이지,AGT010,서비스불만,5.7,Y,N
CNS00911,CUST0035,2024-11-20,매장,AGT029,상품문의,8.0,N,N
CNS00912,CUST0130,2024-07-30,매장,AGT014,기타,23.4,Y,N
CNS00913,CUST0260,2024-05-26,매장,AGT013,서비스불만,16.4,N,N
CNS00914,CUST0325,2024-03-29,전화,AGT016,결제오류,6.5,Y,N
CNS00915,CUST0034,2024-10-19,매장,AGT010,서비스불만,10.9,Y,N
CNS00916,CUST0429,2024-09-26,앱,AGT016,상품문의,7.1,Y,N
CNS00917,CUST0398,2024-05-27,전화,AGT006,서비스불만,4.5,Y,N
CNS00918,CUST0166,2024-07-04,전화,AGT001,서비스불만,8.6,Y,N
CNS00919,CUST0219,2024-04-08,전화,AGT020,상품문의,19.6,Y,N
CNS00920,CUST0465,2024-02-29,전화,AGT021,상품문의,8.5,Y,N
CNS00921,CUST0453,2024-01-29,매장,AGT005,결제오류,6.4,Y,N
CNS00922,CUST0175,2024-05-26,앱,AGT005,서비스불만,9.7,Y,N
CNS00923,CUST0064,2024-08-09,매장,AGT005,요금문의,6.1,Y,N
CNS00924,CUST0427,2024-02-08,전화,AGT022,상품문의,15.7,Y,N
CNS00925,CUST0313,2024-08-01,전화,AGT016,서비스불만,11.4,Y,N
CNS00926,CUST0076,2024-04-24,전화,AGT005,서비스불만,7.7,N,N
CNS00927,CUST0024,2024-11-30,앱,AGT026,서비스불만,16.7,Y,N
CNS00928,CUST0301,2024-09-03,전화,AGT028,상품문의,7.8,N,N
CNS00929,CUST0307,2024-09-30,전화,AGT021,요금문의,7.5,Y,N
CNS00930,CUST0495,2024-05-01,앱,AGT008,서비스불만,2.8,N,N
CNS00931,CUST0258,2024-05-02,앱,AGT030,서비스불만,20.6,Y,N
CNS00932,CUST0325,2024-02-09,홈페이지,AGT003,상품문의,3.8,Y,Y
CNS00933,CUST0304,2024-02-04,앱,AGT023,기타,4.4,N,N
CNS00934,CUST0356,2024-05-02,전화,AGT009,상품문의,5.6,Y,N
CNS00935,CUST0411,2024-07-05,앱,AGT030,서비스불만,5.5,Y,N
CNS00936,CUST0433,2024-08-03,매장,AGT016,결제오류,13.4,Y,N
CNS00937,CUST0344,2024-04-16,앱,AGT014,기타,5.6,N,N
CNS00938,CUST0123,2024-07-28,전화,AGT018,기타,3.1,Y,N
CNS00939,CUST0068,2024-08-03,홈페이지,AGT006,요금문의,8.6,Y,N
CNS00940,CUST0421,2024-05-08,전화,AGT030,요금문의,21.7,Y,N
CNS00941,CUST0297,2024-03-20,전화,AGT017,상품문의,4.7,Y,N
CNS00942,CUST0185,2024-11-12,전화,AGT009,서비스불만,21.1,Y,N
CNS00943,CUST0254,2024-10-30,홈페이지,AGT022,서비스불만,30.1,Y,N
CNS00944,CUST0424,2024-12-07,홈페이지,AGT003,상품문의,13.0,Y,N
CNS00945,CUST0048,2024-04-01,앱,AGT027,요금문의,6.1,N,N
CNS00946,CUST0497,2024-01-30,전화,AGT007,요금문의,8.6,Y,N
CNS00947,CUST0192,2024-04-16,앱,AGT016,상품문의,16.4,N,N
CNS00948,CUST0305,2024-08-08,홈페이지,AGT011,기타,8.5,Y,N
CNS00949,CUST0422,2024-01-13,매장,AGT003,상품문의,10.9,Y,N
CNS00950,CUST0011,2024-02-06,매장,AGT001,요금문의,7.9,Y,N
CNS00951,CUST0022,2024-08-24,앱,AGT013,요금문의,15.2,Y,N
CNS00952,CUST0364,2024-02-16,홈페이지,AGT018,기타,15.0,Y,N
CNS00953,CUST0062,2024-09-23,전화,AGT025,기타,7.6,Y,N
CNS00954,CUST0053,2024-05-09,홈페이지,AGT005,요금문의,18.4,Y,N
CNS00955,CUST0129,2024-07-31,앱,AGT007,요금문의,7.1,Y,N
CNS00956,CUST0369,2024-03-11,매장,AGT030,서비스불만,12.8,N,N
CNS00957,CUST0238,2024-11-12,앱,AGT015,상품문의,31.0,Y,N
CNS00958,CUST0085,2024-11-08,매장,AGT010,결제오류,14.4,Y,N
CNS00959,CUST0473,2024-11-22,앱,AGT017,서비스불만,6.8,Y,N
CNS00960,CUST0313,2024-05-05,전화,AGT012,기타,3.3,Y,N
CNS00961,CUST0223,2024-01-16,앱,AGT020,상품문의,6.4,Y,N
CNS00962,CUST0243,2024-02-24,홈페이지,AGT030,요금문의,15.7,Y,N
CNS00963,CUST0372,2024-05-02,전화,AGT013,서비스불만,2.9,Y,N
CNS00964,CUST0344,2024-06-12,홈페이지,AGT021,서비스불만,18.0,Y,N
CNS00965,CUST0058,2024-01-11,앱,AGT015,요금문의,15.4,Y,N
CNS00966,CUST0360,2024-01-23,전화,AGT008,요금문의,7.6,Y,N
CNS00967,CUST0252,2024-03-15,전화,AGT012,기타,8.3,Y,N
CNS00968,CUST0435,2024-07-21,홈페이지,AGT004,요금문의,9.9,Y,N
CNS00969,CUST0232,2024-03-26,앱,AGT013,서비스불만,2.8,Y,N
CNS00970,CUST0162,2024-06-16,전화,AGT014,서비스불만,5.4,Y,N
CNS00971,CUST0281,2024-05-17,전화,AGT010,상품문의,12.6,Y,N
CNS00972,CUST0202,2024-12-21,앱,AGT009,요금문의,8.1,Y,N
CNS00973,CUST0484,2024-08-17,홈페이지,AGT011,요금문의,5.4,Y,N
CNS00974,CUST0258,2024-03-11,전화,AGT012,서비스불만,9.5,Y,N
CNS00975,CUST0092,2024-11-12,앱,AGT025,서비스불만,9.2,Y,N
CNS00976,CUST0438,2024-02-29,전화,AGT020,서비스불만,5.5,Y,N
CNS00977,CUST0333,2024-11-20,전화,AGT030,상품문의,4.1,Y,N
CNS00978,CUST0475,2024-09-02,매장,AGT005,상품문의,20.6,Y,N
CNS00979,CUST0040,2024-08-15,전화,AGT023,서비스불만,11.6,N,N
CNS00980,CUST0463,2024-03-29,전화,AGT023,상품문의,3.6,Y,N
CNS00981,CUST0408,2024-09-27,전화,AGT005,서비스불만,11.1,Y,N
CNS00982,CUST0199,2024-01-18,매장,AGT002,요금문의,4.4,N,N
CNS00983,CUST0486,2024-02-13,전화,AGT016,결제오류,8.0,Y,N
CNS00984,CUST0080,2024-12-12,앱,AGT029,상품문의,10.4,Y,N
CNS00985,CUST0044,2024-09-04,전화,AGT005,서비스불만,6.4,Y,N
CNS00986,CUST0061,2024-01-31,앱,AGT009,서비스불만,3.0,Y,N
CNS00987,CUST0096,2024-02-20,홈페이지,AGT024,서비스불만,3.4,N,N
CNS00988,CUST0221,2024-11-29,앱,AGT008,상품문의,23.1,Y,N
CNS00989,CUST0362,2024-05-14,매장,AGT005,요금문의,10.6,Y,N
CNS00990,CUST0338,2024-09-29,앱,AGT018,상품문의,19.5,Y,N
CNS00991,CUST0464,2024-08-05,앱,AGT005,상품문의,6.4,Y,N
CNS00992,CUST0316,2024-11-19,전화,AGT005,서비스불만,12.3,Y,N
CNS00993,CUST0077,2024-04-15,매장,AGT019,요금문의,7.2,Y,N
CNS00994,CUST0101,2024-04-29,앱,AGT020,상품문의,10.3,Y,N
CNS00995,CUST0362,2024-09-05,매장,AGT002,결제오류,8.4,Y,N
CNS00996,CUST0202,2024-03-13,홈페이지,AGT007,서비스불만,8.7,Y,N
CNS00997,CUST0189,2024-04-10,매장,AGT015,기타,6.1,Y,N
CNS00998,CUST0351,2024-07-18,전화,AGT021,상품문의,5.2,Y,N
CNS00999,CUST0452,2024-02-05,매장,AGT013,요금문의,15.0,Y,N
CNS01000,CUST0368,2024-05-17,전화,AGT023,서비스불만,8.4,Y,N
CNS01001,CUST0335,2024-10-19,전화,AGT017,서비스불만,21.2,Y,N
CNS01002,CUST0436,2024-02-19,전화,AGT015,서비스불만,10.5,N,N
CNS01003,CUST0357,2024-09-17,전화,AGT008,상품문의,3.9,Y,N
CNS01004,CUST0039,2024-11-22,앱,AGT010,요금문의,8.8,Y,N
CNS01005,CUST0274,2024-03-02,앱,AGT016,결제오류,6.3,Y,N
CNS01006,CUST0253,2024-01-21,매장,AGT009,결제오류,6.0,Y,N
CNS01007,CUST0274,2024-02-24,전화,AGT020,상품문의,13.2,Y,N
CNS01008,CUST0484,2024-09-02,앱,AGT003,서비스불만,24.5,Y,N
CNS01009,CUST0372,2024-05-07,전화,AGT009,기타,12.7,Y,N
