날짜,캠페인,광고그룹,키워드,디바이스,연령대,성별,시간대,소재유형,노출수,클릭수,광고비,CTR,CPC,평균노출순위
2026-06-07,26년_다이렉트_브랜드검색,특약보험료,자동차보험,PC,40대,여,09시,텍스트,10783,411,879540,3.81,2140,2.6
2026-06-07,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,PC,30대,남,19시,이미지,5124,146,361496,2.85,2476,1.5
2026-06-07,26년_다이렉트_브랜드검색,특약보험료,자동차보험료비교,모바일,40대,남,09시,확장소재,9917,289,1003119,2.91,3471,4.1
2026-06-07,26년_신년_검색프로모션,신규가입,온라인자동차보험,모바일,30대,남,22시,확장소재,13442,517,552156,3.85,1068,2.7
2026-06-08,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,모바일,40대,여,14시,확장소재,10773,163,265527,1.51,1629,4.4
2026-06-08,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,PC,20대,남,10시,확장소재,12033,402,1189920,3.34,2960,2.2
2026-06-08,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,모바일,20대,남,15시,확장소재,16760,665,2195165,3.97,3301,2.7
2026-06-08,25년_다이렉트_검색_2차,신규가입,자동차보험료비교,모바일,20대,남,18시,확장소재,1548,50,45750,3.23,915,2.3
2026-06-08,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,모바일,50대이상,남,16시,텍스트,19214,556,1622964,2.89,2919,4.2
2026-06-08,26년_다이렉트_브랜드검색,브랜드,다이렉트자동차보험,모바일,20대,여,09시,이미지,14471,508,828040,3.51,1630,2.4
2026-06-08,26년_다이렉트_브랜드검색,일반보험료,다이렉트자동차보험,PC,30대,여,19시,이미지,12817,470,1323990,3.67,2817,1.8
2026-06-08,26년_신년_검색프로모션,브랜드,온라인자동차보험,PC,20대,여,12시,이미지,15097,557,718530,3.69,1290,2.2
2026-06-08,26년_신년_검색프로모션,브랜드,온라인자동차보험,모바일,40대,남,15시,텍스트,17853,580,1278320,3.25,2204,2.7
2026-06-08,26년_신년_검색프로모션,신규가입,자동차보험,모바일,40대,여,08시,텍스트,3441,138,409584,4.01,2968,2.6
2026-06-08,26년_신년_검색프로모션,특약보험료,자동차보험견적,모바일,40대,여,10시,이미지,18711,715,1901900,3.82,2660,1.5
2026-06-09,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,PC,50대이상,남,07시,확장소재,10901,161,460299,1.48,2859,2.3
2026-06-09,25년_다이렉트_검색_1차,특약보험료,다이렉트자동차보험,PC,50대이상,여,22시,이미지,14150,628,682636,4.44,1087,3.2
2026-06-09,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,30대,여,08시,텍스트,12063,132,347556,1.09,2633,2.7
2026-06-09,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,모바일,20대,남,17시,텍스트,14246,402,1140474,2.82,2837,2.2
2026-06-09,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,모바일,50대이상,여,17시,이미지,13658,362,1255778,2.65,3469,1.5
2026-06-09,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,모바일,30대,여,18시,이미지,9135,391,1000960,4.28,2560,3.3
2026-06-09,26년_신년_검색프로모션,브랜드,온라인자동차보험,모바일,50대이상,남,16시,이미지,820,26,52104,3.17,2004,3.7
2026-06-09,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,모바일,50대이상,여,11시,텍스트,7862,157,523909,2.0,3337,4.1
2026-06-09,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,PC,20대,여,16시,텍스트,15975,525,1726200,3.29,3288,1.7
2026-06-09,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,PC,50대이상,남,22시,텍스트,3678,67,114302,1.82,1706,3.0
2026-06-10,25년_다이렉트_검색_1차,신규가입,자동차보험견적,PC,40대,여,17시,텍스트,7993,239,462465,2.99,1935,1.6
2026-06-10,25년_다이렉트_검색_1차,일반보험료,자동차보험,PC,50대이상,여,16시,확장소재,10226,289,804865,2.83,2785,3.2
2026-06-10,25년_다이렉트_검색_2차,일반보험료,자동차보험견적,모바일,40대,여,13시,확장소재,6419,244,361120,3.8,1480,2.7
2026-06-10,25년_다이렉트_검색_2차,특약보험료,자동차보험견적,모바일,40대,여,08시,텍스트,1364,11,23958,0.81,2178,2.4
2026-06-10,26년_다이렉트_브랜드검색,신규가입,자동차보험료비교,모바일,40대,남,09시,텍스트,18127,747,1535085,4.12,2055,3.0
2026-06-10,26년_다이렉트_브랜드검색,일반보험료,온라인자동차보험,모바일,50대이상,여,11시,확장소재,7689,211,459769,2.74,2179,3.2
2026-06-10,26년_다이렉트_브랜드검색,일반보험료,자동차보험견적,모바일,20대,남,09시,확장소재,8606,368,825792,4.28,2244,1.3
2026-06-10,26년_다이렉트_브랜드검색,특약보험료,온라인자동차보험,모바일,40대,남,06시,이미지,14445,335,757435,2.32,2261,3.0
2026-06-10,26년_다이렉트_브랜드검색,특약보험료,온라인자동차보험,모바일,50대이상,남,18시,이미지,14583,346,335620,2.37,970,1.8
2026-06-10,26년_신년_검색프로모션,신규가입,자동차보험,모바일,40대,여,20시,텍스트,4542,125,319125,2.75,2553,1.4
2026-06-10,26년_신년_검색프로모션,신규가입,자동차보험견적,모바일,50대이상,남,21시,확장소재,2535,71,117647,2.8,1657,1.6
2026-06-10,26년_신년_검색프로모션,특약보험료,다이렉트자동차보험,PC,40대,남,11시,이미지,12754,133,346066,1.04,2602,3.3
2026-06-10,26년_신년_검색프로모션,특약보험료,온라인자동차보험,모바일,50대이상,남,18시,확장소재,10115,162,417636,1.6,2578,3.2
2026-06-11,25년_다이렉트_검색_1차,브랜드,자동차보험견적,모바일,20대,남,08시,확장소재,6006,89,284355,1.48,3195,2.0
2026-06-11,25년_다이렉트_검색_1차,일반보험료,온라인자동차보험,PC,40대,남,06시,확장소재,6589,250,415250,3.79,1661,1.3
2026-06-11,25년_다이렉트_검색_1차,특약보험료,자동차보험견적,PC,50대이상,여,07시,확장소재,16466,631,870149,3.83,1379,1.9
2026-06-11,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,모바일,20대,여,10시,이미지,10573,464,1501968,4.39,3237,3.6
2026-06-11,25년_다이렉트_검색_2차,브랜드,온라인자동차보험,PC,40대,남,22시,텍스트,11848,276,260268,2.33,943,4.1
2026-06-11,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,50대이상,여,16시,확장소재,10810,324,406944,3.0,1256,1.5
2026-06-11,25년_다이렉트_검색_2차,신규가입,다이렉트자동차보험,PC,50대이상,여,10시,이미지,13557,431,418501,3.18,971,1.4
2026-06-11,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,PC,30대,여,12시,텍스트,16348,631,1325731,3.86,2101,2.8
2026-06-11,25년_다이렉트_검색_2차,특약보험료,자동차보험료비교,모바일,40대,여,20시,확장소재,7059,271,824924,3.84,3044,3.7
2026-06-11,26년_다이렉트_브랜드검색,신규가입,온라인자동차보험,PC,20대,남,12시,이미지,16517,237,529932,1.43,2236,1.7
2026-06-11,26년_신년_검색프로모션,브랜드,다이렉트자동차보험,PC,50대이상,남,09시,확장소재,12069,275,445225,2.28,1619,2.2
2026-06-11,26년_신년_검색프로모션,신규가입,자동차보험,모바일,40대,여,15시,확장소재,772,9,23157,1.17,2573,2.4
2026-06-11,26년_신년_검색프로모션,특약보험료,자동차보험,PC,20대,여,15시,텍스트,8935,202,618928,2.26,3064,4.3
2026-06-12,25년_다이렉트_검색_1차,신규가입,자동차보험,모바일,50대이상,여,06시,이미지,18703,202,432684,1.08,2142,3.4
2026-06-12,25년_다이렉트_검색_1차,신규가입,자동차보험견적,PC,40대,남,23시,이미지,2189,78,95082,3.56,1219,2.4
2026-06-12,25년_다이렉트_검색_1차,신규가입,자동차보험료비교,모바일,30대,여,06시,확장소재,13161,460,1173460,3.5,2551,2.5
2026-06-12,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,PC,40대,여,19시,텍스트,9530,91,237783,0.95,2613,3.0
2026-06-12,25년_다이렉트_검색_1차,특약보험료,자동차보험견적,모바일,20대,남,23시,확장소재,9014,394,922354,4.37,2341,3.6
2026-06-12,25년_다이렉트_검색_2차,특약보험료,자동차보험,모바일,40대,남,08시,확장소재,2538,30,29220,1.18,974,4.2
2026-06-12,26년_다이렉트_브랜드검색,브랜드,자동차보험견적,PC,30대,남,21시,확장소재,5796,251,610934,4.33,2434,1.7
2026-06-12,26년_다이렉트_브랜드검색,신규가입,자동차보험,PC,50대이상,여,18시,텍스트,10406,107,145092,1.03,1356,3.0
2026-06-12,26년_다이렉트_브랜드검색,일반보험료,자동차보험,모바일,20대,여,16시,확장소재,3387,46,140806,1.36,3061,4.1
2026-06-13,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,PC,30대,남,11시,확장소재,14936,623,1512021,4.17,2427,3.2
2026-06-13,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,PC,50대이상,여,13시,확장소재,5318,162,376164,3.05,2322,2.0
2026-06-13,25년_다이렉트_검색_1차,일반보험료,온라인자동차보험,PC,30대,여,20시,확장소재,6474,110,301400,1.7,2740,2.8
2026-06-13,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,모바일,20대,여,23시,텍스트,1401,12,29724,0.86,2477,1.5
2026-06-13,25년_다이렉트_검색_2차,브랜드,자동차보험견적,PC,40대,남,19시,이미지,15143,408,1053048,2.69,2581,2.6
2026-06-13,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,40대,남,15시,이미지,16752,502,1439736,3.0,2868,2.6
2026-06-13,25년_다이렉트_검색_2차,일반보험료,자동차보험,모바일,30대,여,22시,확장소재,4976,189,540918,3.8,2862,2.5
2026-06-13,25년_다이렉트_검색_2차,일반보험료,자동차보험견적,PC,30대,여,21시,텍스트,14243,411,1435623,2.89,3493,2.3
2026-06-13,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,모바일,50대이상,여,18시,텍스트,15603,642,1245480,4.11,1940,1.2
2026-06-13,26년_다이렉트_브랜드검색,특약보험료,자동차보험료비교,PC,30대,남,21시,이미지,17942,738,2080422,4.11,2819,2.1
2026-06-13,26년_신년_검색프로모션,브랜드,다이렉트자동차보험,PC,20대,여,14시,확장소재,3832,110,272910,2.87,2481,4.1
2026-06-13,26년_신년_검색프로모션,브랜드,자동차보험료비교,PC,30대,남,21시,텍스트,11437,153,308295,1.34,2015,3.3
2026-06-13,26년_신년_검색프로모션,특약보험료,자동차보험,PC,20대,여,12시,이미지,17618,591,937917,3.35,1587,2.5
2026-06-14,25년_다이렉트_검색_1차,신규가입,자동차보험료비교,PC,40대,여,09시,확장소재,19823,690,1844370,3.48,2673,2.5
2026-06-14,25년_다이렉트_검색_1차,신규가입,자동차보험료비교,모바일,50대이상,여,21시,텍스트,19140,479,1059548,2.5,2212,4.4
2026-06-14,25년_다이렉트_검색_2차,브랜드,자동차보험견적,모바일,20대,여,19시,확장소재,16208,441,1476909,2.72,3349,2.7
2026-06-14,25년_다이렉트_검색_2차,신규가입,다이렉트자동차보험,모바일,40대,남,07시,확장소재,6858,271,743624,3.95,2744,1.4
2026-06-14,25년_다이렉트_검색_2차,신규가입,자동차보험견적,PC,50대이상,여,22시,확장소재,14168,460,523940,3.25,1139,2.6
2026-06-14,26년_다이렉트_브랜드검색,브랜드,온라인자동차보험,모바일,20대,남,06시,이미지,15394,614,1094762,3.99,1783,4.4
2026-06-14,26년_다이렉트_브랜드검색,일반보험료,자동차보험료비교,PC,30대,여,09시,텍스트,4293,84,289128,1.96,3442,4.1
2026-06-14,26년_신년_검색프로모션,신규가입,자동차보험,모바일,20대,여,20시,이미지,16406,644,1474760,3.93,2290,4.4
2026-06-14,26년_신년_검색프로모션,신규가입,자동차보험료비교,PC,30대,남,13시,확장소재,4468,134,271082,3.0,2023,3.4
2026-06-14,26년_신년_검색프로모션,특약보험료,자동차보험견적,모바일,20대,여,09시,텍스트,963,37,35927,3.84,971,1.8
2026-06-14,26년_신년_검색프로모션,특약보험료,자동차보험료비교,PC,50대이상,남,21시,이미지,6721,164,243868,2.44,1487,2.3
2026-06-15,25년_다이렉트_검색_1차,브랜드,다이렉트자동차보험,PC,40대,남,11시,확장소재,7352,293,778501,3.99,2657,1.2
2026-06-15,25년_다이렉트_검색_1차,특약보험료,다이렉트자동차보험,모바일,30대,여,09시,확장소재,4784,128,243456,2.68,1902,3.8
2026-06-15,25년_다이렉트_검색_1차,특약보험료,온라인자동차보험,PC,50대이상,남,11시,텍스트,19452,160,426720,0.82,2667,4.3
2026-06-15,25년_다이렉트_검색_2차,브랜드,자동차보험,PC,50대이상,여,14시,확장소재,6740,229,680588,3.4,2972,2.4
2026-06-15,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,30대,여,16시,이미지,5131,143,126126,2.79,882,2.6
2026-06-15,26년_다이렉트_브랜드검색,신규가입,자동차보험,모바일,20대,남,21시,확장소재,4725,200,551600,4.23,2758,2.3
2026-06-15,26년_다이렉트_브랜드검색,일반보험료,자동차보험견적,PC,50대이상,여,18시,텍스트,19249,319,772618,1.66,2422,3.7
2026-06-15,26년_신년_검색프로모션,특약보험료,자동차보험,PC,50대이상,여,16시,텍스트,14429,415,1423035,2.88,3429,2.0
2026-06-16,25년_다이렉트_검색_2차,브랜드,다이렉트자동차보험,PC,40대,남,20시,텍스트,6340,96,291264,1.51,3034,3.8
2026-06-16,25년_다이렉트_검색_2차,브랜드,다이렉트자동차보험,PC,40대,여,07시,이미지,11333,478,676848,4.22,1416,2.3
2026-06-16,25년_다이렉트_검색_2차,일반보험료,자동차보험,PC,20대,남,12시,확장소재,18241,468,1369368,2.57,2926,3.3
2026-06-16,25년_다이렉트_검색_2차,특약보험료,다이렉트자동차보험,PC,20대,남,10시,이미지,11191,401,737439,3.58,1839,1.7
2026-06-16,25년_다이렉트_검색_2차,특약보험료,자동차보험견적,모바일,20대,남,18시,확장소재,16199,527,816850,3.25,1550,3.0
2026-06-16,26년_다이렉트_브랜드검색,신규가입,온라인자동차보험,PC,50대이상,여,14시,확장소재,7599,97,283337,1.28,2921,4.4
2026-06-16,26년_다이렉트_브랜드검색,신규가입,온라인자동차보험,모바일,20대,남,17시,확장소재,12375,527,1590486,4.26,3018,1.2
2026-06-16,26년_다이렉트_브랜드검색,일반보험료,온라인자동차보험,모바일,30대,여,14시,텍스트,15979,449,685623,2.81,1527,4.2
2026-06-16,26년_신년_검색프로모션,브랜드,자동차보험료비교,PC,20대,여,14시,텍스트,16371,548,982016,3.35,1792,4.0
2026-06-16,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,20대,여,06시,확장소재,7437,261,351567,3.51,1347,1.8
2026-06-16,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,50대이상,여,13시,이미지,18800,180,496080,0.96,2756,1.8
2026-06-16,26년_신년_검색프로모션,특약보험료,자동차보험,모바일,40대,여,08시,확장소재,19541,763,2257717,3.9,2959,3.5
2026-06-17,25년_다이렉트_검색_1차,신규가입,자동차보험,PC,40대,여,08시,텍스트,4868,92,316020,1.89,3435,3.9
2026-06-17,25년_다이렉트_검색_1차,일반보험료,다이렉트자동차보험,PC,30대,여,10시,텍스트,19885,704,1051776,3.54,1494,2.1
2026-06-17,25년_다이렉트_검색_2차,브랜드,자동차보험료비교,모바일,50대이상,남,18시,확장소재,3585,129,197886,3.6,1534,1.2
2026-06-17,25년_다이렉트_검색_2차,일반보험료,자동차보험,PC,30대,여,21시,이미지,19233,541,652987,2.81,1207,4.0
2026-06-17,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,모바일,30대,남,17시,이미지,17607,281,634779,1.6,2259,3.0
2026-06-17,26년_다이렉트_브랜드검색,브랜드,다이렉트자동차보험,PC,30대,남,20시,텍스트,3441,84,262836,2.44,3129,2.9
2026-06-17,26년_다이렉트_브랜드검색,신규가입,다이렉트자동차보험,모바일,30대,여,12시,텍스트,13647,421,398687,3.08,947,1.8
2026-06-17,26년_신년_검색프로모션,특약보험료,온라인자동차보험,PC,20대,여,08시,이미지,17880,720,1995120,4.03,2771,2.8
2026-06-18,25년_다이렉트_검색_1차,일반보험료,온라인자동차보험,PC,50대이상,여,09시,텍스트,7484,172,425528,2.3,2474,1.7
2026-06-18,25년_다이렉트_검색_2차,브랜드,다이렉트자동차보험,모바일,50대이상,여,19시,확장소재,6773,92,232024,1.36,2522,4.3
2026-06-18,25년_다이렉트_검색_2차,신규가입,온라인자동차보험,PC,50대이상,남,12시,텍스트,14249,509,841377,3.57,1653,3.0
2026-06-18,25년_다이렉트_검색_2차,신규가입,자동차보험료비교,모바일,30대,남,10시,텍스트,15400,173,279395,1.12,1615,2.4
2026-06-18,25년_다이렉트_검색_2차,일반보험료,자동차보험료비교,모바일,30대,남,06시,확장소재,863,9,12105,1.04,1345,1.4
2026-06-18,25년_다이렉트_검색_2차,특약보험료,자동차보험견적,PC,40대,여,12시,확장소재,2496,102,109854,4.09,1077,1.6
2026-06-18,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,모바일,30대,여,16시,확장소재,5704,175,532700,3.07,3044,1.6
2026-06-18,26년_신년_검색프로모션,특약보험료,자동차보험견적,모바일,40대,남,19시,확장소재,13965,133,262276,0.95,1972,4.0
2026-06-19,25년_다이렉트_검색_2차,신규가입,다이렉트자동차보험,모바일,50대이상,여,17시,이미지,8584,233,676632,2.71,2904,2.0
2026-06-19,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,모바일,40대,여,22시,확장소재,4997,101,296435,2.02,2935,3.2
2026-06-19,25년_다이렉트_검색_2차,일반보험료,자동차보험료비교,모바일,30대,남,21시,텍스트,13972,422,1022928,3.02,2424,2.1
2026-06-19,25년_다이렉트_검색_2차,특약보험료,자동차보험,모바일,40대,여,11시,확장소재,1769,70,61950,3.96,885,2.3
2026-06-19,26년_다이렉트_브랜드검색,특약보험료,온라인자동차보험,PC,30대,남,10시,확장소재,9965,356,687436,3.57,1931,4.4
2026-06-19,26년_다이렉트_브랜드검색,특약보험료,자동차보험견적,PC,40대,남,08시,이미지,14632,178,418834,1.22,2353,4.2
2026-06-19,26년_신년_검색프로모션,신규가입,다이렉트자동차보험,모바일,20대,여,13시,이미지,17900,652,2210932,3.64,3391,4.4
2026-06-19,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,30대,여,08시,확장소재,3123,88,95744,2.82,1088,4.0
2026-06-20,25년_다이렉트_검색_1차,신규가입,온라인자동차보험,모바일,20대,여,06시,확장소재,1154,17,59262,1.47,3486,3.4
2026-06-20,25년_다이렉트_검색_1차,일반보험료,온라인자동차보험,모바일,20대,여,08시,텍스트,15135,370,427720,2.44,1156,2.2
2026-06-20,25년_다이렉트_검색_2차,브랜드,온라인자동차보험,PC,20대,여,15시,텍스트,16284,210,258930,1.29,1233,3.6
2026-06-20,25년_다이렉트_검색_2차,일반보험료,다이렉트자동차보험,모바일,40대,남,07시,텍스트,7948,182,408226,2.29,2243,3.3
2026-06-20,25년_다이렉트_검색_2차,일반보험료,자동차보험견적,PC,20대,남,15시,텍스트,6659,61,64233,0.92,1053,3.7
2026-06-20,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,PC,20대,남,12시,텍스트,18752,458,1002104,2.44,2188,3.4
2026-06-20,26년_다이렉트_브랜드검색,브랜드,자동차보험견적,PC,40대,여,13시,확장소재,6880,167,385770,2.43,2310,1.9
2026-06-20,26년_다이렉트_브랜드검색,신규가입,다이렉트자동차보험,PC,50대이상,여,09시,확장소재,14494,543,1762578,3.75,3246,1.4
2026-06-20,26년_신년_검색프로모션,신규가입,다이렉트자동차보험,모바일,20대,여,11시,확장소재,19299,835,1381925,4.33,1655,3.1
2026-06-21,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,모바일,30대,여,10시,텍스트,10958,337,312062,3.08,926,1.4
2026-06-21,25년_다이렉트_검색_1차,일반보험료,자동차보험,모바일,40대,남,07시,확장소재,11014,474,711948,4.3,1502,3.2
2026-06-21,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,PC,20대,남,22시,확장소재,1497,15,42045,1.0,2803,2.2
2026-06-21,25년_다이렉트_검색_1차,일반보험료,자동차보험료비교,모바일,40대,남,22시,텍스트,18571,626,1728386,3.37,2761,4.5
2026-06-21,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,모바일,50대이상,여,13시,텍스트,19923,517,532510,2.59,1030,4.1
2026-06-21,25년_다이렉트_검색_2차,브랜드,자동차보험,모바일,20대,여,17시,텍스트,9449,263,500752,2.78,1904,4.1
2026-06-21,25년_다이렉트_검색_2차,브랜드,자동차보험견적,PC,50대이상,남,07시,이미지,1367,47,38446,3.44,818,2.8
2026-06-21,25년_다이렉트_검색_2차,특약보험료,자동차보험견적,모바일,40대,남,13시,확장소재,13868,254,560578,1.83,2207,3.5
2026-06-21,26년_다이렉트_브랜드검색,신규가입,자동차보험,PC,30대,여,23시,확장소재,6080,243,427437,4.0,1759,2.2
2026-06-21,26년_다이렉트_브랜드검색,신규가입,자동차보험료비교,모바일,40대,여,22시,이미지,13756,407,1246234,2.96,3062,1.2
2026-06-21,26년_다이렉트_브랜드검색,일반보험료,온라인자동차보험,모바일,20대,여,11시,확장소재,3649,54,45792,1.48,848,1.3
2026-06-21,26년_다이렉트_브랜드검색,일반보험료,자동차보험,모바일,30대,남,18시,확장소재,18218,166,166996,0.91,1006,3.9
2026-06-21,26년_신년_검색프로모션,브랜드,다이렉트자동차보험,모바일,50대이상,여,11시,텍스트,16512,597,2063232,3.62,3456,3.1
2026-06-22,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,모바일,20대,남,22시,텍스트,17803,363,442134,2.04,1218,3.1
2026-06-22,25년_다이렉트_검색_1차,신규가입,자동차보험,모바일,40대,남,19시,확장소재,2002,69,119439,3.45,1731,1.5
2026-06-22,25년_다이렉트_검색_1차,특약보험료,자동차보험료비교,모바일,50대이상,여,12시,텍스트,2350,34,30668,1.45,902,2.9
2026-06-22,25년_다이렉트_검색_2차,신규가입,다이렉트자동차보험,모바일,30대,남,16시,확장소재,854,26,25454,3.04,979,1.9
2026-06-22,25년_다이렉트_검색_2차,신규가입,자동차보험,모바일,40대,여,15시,텍스트,5411,190,164730,3.51,867,3.9
2026-06-22,25년_다이렉트_검색_2차,일반보험료,자동차보험견적,PC,50대이상,여,09시,이미지,19145,632,1518064,3.3,2402,1.4
2026-06-22,26년_다이렉트_브랜드검색,특약보험료,자동차보험,모바일,50대이상,남,14시,확장소재,7023,309,1018773,4.4,3297,2.7
2026-06-22,26년_신년_검색프로모션,신규가입,다이렉트자동차보험,PC,50대이상,남,19시,이미지,5098,134,202206,2.63,1509,2.8
2026-06-22,26년_신년_검색프로모션,일반보험료,온라인자동차보험,PC,30대,여,18시,확장소재,1187,23,52946,1.94,2302,2.1
2026-06-22,26년_신년_검색프로모션,일반보험료,온라인자동차보험,모바일,50대이상,여,16시,이미지,19320,521,1565605,2.7,3005,4.2
2026-06-22,26년_신년_검색프로모션,일반보험료,자동차보험료비교,모바일,20대,여,11시,확장소재,5671,90,101160,1.59,1124,3.6
2026-06-23,25년_다이렉트_검색_1차,신규가입,자동차보험견적,PC,50대이상,여,15시,이미지,3907,113,267810,2.89,2370,2.8
2026-06-23,25년_다이렉트_검색_1차,일반보험료,자동차보험견적,PC,30대,남,15시,확장소재,5908,147,438060,2.49,2980,1.3
2026-06-23,25년_다이렉트_검색_2차,신규가입,온라인자동차보험,모바일,40대,남,16시,이미지,4542,150,445500,3.3,2970,3.3
2026-06-23,25년_다이렉트_검색_2차,특약보험료,온라인자동차보험,PC,30대,여,18시,텍스트,14111,527,1618944,3.73,3072,1.5
2026-06-23,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,모바일,40대,남,11시,텍스트,13903,557,1493874,4.01,2682,2.2
2026-06-23,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,모바일,50대이상,여,20시,텍스트,16516,410,1300930,2.48,3173,3.5
2026-06-23,26년_신년_검색프로모션,브랜드,자동차보험,모바일,30대,여,21시,텍스트,8254,203,383467,2.46,1889,4.3
2026-06-23,26년_신년_검색프로모션,브랜드,자동차보험견적,PC,30대,남,12시,이미지,4136,160,480160,3.87,3001,2.9
2026-06-23,26년_신년_검색프로모션,일반보험료,자동차보험견적,PC,20대,여,18시,이미지,19327,674,1975494,3.49,2931,4.0
2026-06-23,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,40대,남,11시,이미지,12816,543,1598592,4.24,2944,4.5
2026-06-24,25년_다이렉트_검색_1차,브랜드,온라인자동차보험,모바일,50대이상,여,19시,확장소재,9177,108,126360,1.18,1170,3.3
2026-06-24,25년_다이렉트_검색_1차,신규가입,자동차보험,PC,40대,여,13시,텍스트,17032,684,2053368,4.02,3002,3.9
2026-06-24,25년_다이렉트_검색_1차,특약보험료,자동차보험견적,모바일,20대,여,15시,확장소재,4641,170,346630,3.66,2039,2.0
2026-06-24,25년_다이렉트_검색_2차,브랜드,자동차보험견적,모바일,40대,여,20시,확장소재,15885,312,807768,1.96,2589,3.4
2026-06-24,25년_다이렉트_검색_2차,일반보험료,자동차보험견적,모바일,30대,남,14시,텍스트,16465,592,1551040,3.6,2620,3.6
2026-06-24,25년_다이렉트_검색_2차,일반보험료,자동차보험료비교,모바일,20대,남,18시,이미지,1304,34,45390,2.61,1335,2.1
2026-06-24,26년_다이렉트_브랜드검색,신규가입,다이렉트자동차보험,PC,30대,여,14시,텍스트,1226,40,136040,3.26,3401,1.9
2026-06-24,26년_다이렉트_브랜드검색,일반보험료,자동차보험료비교,PC,50대이상,남,22시,확장소재,7075,206,589366,2.91,2861,4.5
2026-06-24,26년_신년_검색프로모션,신규가입,다이렉트자동차보험,PC,20대,여,18시,이미지,15511,425,360400,2.74,848,2.3
2026-06-24,26년_신년_검색프로모션,일반보험료,다이렉트자동차보험,모바일,30대,여,11시,텍스트,12661,488,630008,3.85,1291,3.2
2026-06-24,26년_신년_검색프로모션,특약보험료,자동차보험견적,모바일,30대,여,23시,확장소재,12189,180,453060,1.48,2517,2.3
2026-06-25,25년_다이렉트_검색_1차,브랜드,다이렉트자동차보험,PC,20대,여,18시,텍스트,17059,550,990000,3.22,1800,3.2
2026-06-25,25년_다이렉트_검색_1차,특약보험료,온라인자동차보험,모바일,20대,여,10시,확장소재,15543,362,693230,2.33,1915,2.0
2026-06-25,25년_다이렉트_검색_1차,특약보험료,자동차보험견적,PC,40대,남,09시,이미지,9744,306,1012554,3.14,3309,2.4
2026-06-25,25년_다이렉트_검색_2차,브랜드,자동차보험견적,모바일,30대,여,21시,텍스트,1219,51,138822,4.18,2722,2.5
2026-06-25,25년_다이렉트_검색_2차,신규가입,자동차보험견적,모바일,30대,여,09시,텍스트,11610,149,417647,1.28,2803,2.1
2026-06-25,26년_다이렉트_브랜드검색,일반보험료,다이렉트자동차보험,PC,40대,남,20시,이미지,2563,91,281190,3.55,3090,2.0
2026-06-25,26년_다이렉트_브랜드검색,특약보험료,다이렉트자동차보험,PC,20대,여,17시,확장소재,6295,70,68600,1.11,980,1.7
2026-06-25,26년_다이렉트_브랜드검색,특약보험료,자동차보험료비교,모바일,20대,남,16시,텍스트,5731,219,631377,3.82,2883,1.7
2026-06-25,26년_신년_검색프로모션,신규가입,자동차보험료비교,PC,40대,남,17시,확장소재,19325,156,359580,0.81,2305,2.2
2026-06-25,26년_신년_검색프로모션,일반보험료,자동차보험견적,모바일,20대,여,14시,텍스트,5631,109,142245,1.94,1305,4.3
2026-06-25,26년_신년_검색프로모션,특약보험료,자동차보험,모바일,20대,여,21시,이미지,9293,230,462530,2.47,2011,3.1
