voc_id,customer_id,voc_date,channel,category,sentiment,content_summary
VOC00609,CUST0018,2024-10-14,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00610,CUST0329,2024-04-24,앱,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00611,CUST0420,2024-08-29,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00612,CUST0017,2024-10-12,매장,기타,중립,기타 관련 중립 피드백
VOC00613,CUST0094,2024-04-29,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00614,CUST0491,2024-02-23,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00615,CUST0497,2024-11-05,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00616,CUST0286,2024-07-22,앱,기타,부정,기타 관련 부정 피드백
VOC00617,CUST0309,2024-06-03,앱,기타,긍정,기타 관련 긍정 피드백
VOC00618,CUST0395,2024-09-01,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00619,CUST0130,2024-08-04,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00620,CUST0464,2024-01-18,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00621,CUST0401,2024-04-03,홈페이지,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00622,CUST0179,2024-08-04,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00623,CUST0160,2024-04-06,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00624,CUST0206,2024-03-18,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00625,CUST0109,2024-08-04,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00626,CUST0097,2024-03-27,매장,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00627,CUST0366,2024-08-15,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00628,CUST0388,2024-10-06,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00629,CUST0083,2024-07-22,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00630,CUST0158,2024-12-13,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00631,CUST0186,2024-03-01,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00632,CUST0384,2024-12-13,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00633,CUST0319,2024-12-24,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00634,CUST0117,2024-12-06,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00635,CUST0373,2024-04-30,매장,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00636,CUST0083,2024-12-21,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00637,CUST0325,2024-05-16,홈페이지,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00638,CUST0393,2024-04-12,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00639,CUST0432,2024-04-17,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00640,CUST0117,2024-12-14,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00641,CUST0470,2024-05-24,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00642,CUST0402,2024-01-25,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00643,CUST0188,2024-01-10,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00644,CUST0047,2024-06-08,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00645,CUST0202,2024-10-16,매장,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00646,CUST0491,2024-07-20,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00647,CUST0304,2024-01-26,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00648,CUST0480,2024-09-11,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00649,CUST0008,2024-09-23,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00650,CUST0432,2024-09-08,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00651,CUST0429,2024-11-16,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00652,CUST0482,2024-07-01,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00653,CUST0041,2024-03-09,앱,기타,중립,기타 관련 중립 피드백
VOC00654,CUST0208,2024-05-08,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00655,CUST0044,2024-07-26,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00656,CUST0300,2024-08-04,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00657,CUST0152,2024-01-30,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00658,CUST0493,2024-02-27,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00659,CUST0283,2024-08-28,앱,기타,부정,기타 관련 부정 피드백
VOC00660,CUST0018,2024-09-07,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00661,CUST0017,2024-02-04,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00662,CUST0284,2024-08-26,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00663,CUST0026,2024-06-07,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00664,CUST0061,2024-01-01,홈페이지,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00665,CUST0202,2024-04-10,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00666,CUST0045,2024-12-30,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00667,CUST0255,2024-10-07,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00668,CUST0156,2024-04-28,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00669,CUST0430,2024-05-28,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00670,CUST0299,2024-01-25,홈페이지,요금문의,중립,요금문의 관련 중립 피드백
VOC00671,CUST0080,2024-10-18,홈페이지,요금문의,중립,요금문의 관련 중립 피드백
VOC00672,CUST0219,2024-08-28,전화,기타,긍정,기타 관련 긍정 피드백
VOC00673,CUST0415,2024-08-04,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00674,CUST0007,2024-05-24,전화,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00675,CUST0386,2024-04-20,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00676,CUST0393,2024-11-05,전화,기타,부정,기타 관련 부정 피드백
VOC00677,CUST0123,2024-04-04,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00678,CUST0429,2024-01-02,전화,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00679,CUST0300,2024-12-07,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00680,CUST0411,2024-01-30,홈페이지,상품문의,부정,상품문의 관련 부정 피드백
VOC00681,CUST0176,2024-12-17,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00682,CUST0498,2024-05-09,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00683,CUST0184,2024-05-20,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00684,CUST0417,2024-11-08,전화,기타,중립,기타 관련 중립 피드백
VOC00685,CUST0203,2024-10-21,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00686,CUST0281,2024-09-02,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00687,CUST0489,2024-12-13,앱,기타,부정,기타 관련 부정 피드백
VOC00688,CUST0498,2024-03-30,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00689,CUST0443,2024-03-06,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00690,CUST0061,2024-11-01,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00691,CUST0309,2024-10-02,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00692,CUST0304,2024-01-12,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00693,CUST0213,2024-04-25,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00694,CUST0436,2024-08-26,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00695,CUST0274,2024-09-03,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00696,CUST0048,2024-01-25,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00697,CUST0398,2024-06-10,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00698,CUST0350,2024-01-22,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00699,CUST0321,2024-12-31,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00700,CUST0298,2024-03-12,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00701,CUST0061,2024-10-24,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00702,CUST0415,2024-12-20,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00703,CUST0086,2024-09-01,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00704,CUST0163,2024-04-09,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00705,CUST0331,2024-04-22,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00706,CUST0442,2024-08-18,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00707,CUST0200,2024-09-28,전화,기타,긍정,기타 관련 긍정 피드백
VOC00708,CUST0235,2024-07-10,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00709,CUST0398,2024-02-19,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00710,CUST0076,2024-08-03,앱,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00711,CUST0441,2024-06-22,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00712,CUST0363,2024-01-28,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00713,CUST0235,2024-01-11,매장,상품문의,중립,상품문의 관련 중립 피드백
VOC00714,CUST0356,2024-11-28,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00715,CUST0396,2024-10-21,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00716,CUST0300,2024-05-26,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00717,CUST0423,2024-06-23,앱,기타,부정,기타 관련 부정 피드백
VOC00718,CUST0075,2024-03-11,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00719,CUST0221,2024-05-12,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00720,CUST0242,2024-07-22,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00721,CUST0267,2024-01-22,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00722,CUST0319,2024-08-12,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00723,CUST0154,2024-11-22,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00724,CUST0442,2024-10-22,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00725,CUST0140,2024-05-19,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00726,CUST0221,2024-06-18,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00727,CUST0127,2024-11-18,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00728,CUST0430,2024-08-04,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00729,CUST0161,2024-07-11,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00730,CUST0387,2024-06-10,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00731,CUST0384,2024-07-25,앱,기타,중립,기타 관련 중립 피드백
VOC00732,CUST0191,2024-06-10,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00733,CUST0419,2024-09-21,홈페이지,상품문의,부정,상품문의 관련 부정 피드백
VOC00734,CUST0048,2024-03-06,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00735,CUST0349,2024-12-18,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00736,CUST0248,2024-12-20,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00737,CUST0048,2024-04-13,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00738,CUST0228,2024-01-31,홈페이지,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00739,CUST0486,2024-07-08,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00740,CUST0211,2024-10-05,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00741,CUST0132,2024-09-24,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00742,CUST0366,2024-08-20,홈페이지,상품문의,부정,상품문의 관련 부정 피드백
VOC00743,CUST0219,2024-02-23,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00744,CUST0079,2024-11-15,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00745,CUST0441,2024-07-23,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00746,CUST0221,2024-09-30,앱,기타,중립,기타 관련 중립 피드백
VOC00747,CUST0416,2024-07-03,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00748,CUST0265,2024-09-04,앱,기타,부정,기타 관련 부정 피드백
VOC00749,CUST0398,2024-02-10,매장,기타,중립,기타 관련 중립 피드백
VOC00750,CUST0297,2024-01-05,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00751,CUST0233,2024-04-24,앱,기타,부정,기타 관련 부정 피드백
VOC00752,CUST0281,2024-04-03,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00753,CUST0433,2024-05-03,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00754,CUST0109,2024-02-17,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00755,CUST0152,2024-10-13,홈페이지,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00756,CUST0366,2024-01-10,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00757,CUST0061,2024-05-02,앱,기타,부정,기타 관련 부정 피드백
VOC00758,CUST0259,2024-11-26,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00759,CUST0153,2024-10-19,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00760,CUST0206,2024-01-14,매장,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00761,CUST0011,2024-10-14,앱,기타,부정,기타 관련 부정 피드백
VOC00762,CUST0389,2024-04-20,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00763,CUST0256,2024-05-26,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00764,CUST0096,2024-08-04,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00765,CUST0194,2024-07-28,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00766,CUST0300,2024-03-13,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00767,CUST0092,2024-03-01,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00768,CUST0109,2024-06-19,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00769,CUST0333,2024-04-19,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00770,CUST0212,2024-01-10,매장,기타,부정,기타 관련 부정 피드백
VOC00771,CUST0109,2024-04-24,매장,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00772,CUST0365,2024-09-11,전화,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00773,CUST0274,2024-07-12,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00774,CUST0282,2024-01-03,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00775,CUST0089,2024-07-27,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00776,CUST0089,2024-12-15,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00777,CUST0416,2024-06-30,홈페이지,요금문의,중립,요금문의 관련 중립 피드백
VOC00778,CUST0305,2024-04-07,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00779,CUST0426,2024-09-05,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00780,CUST0425,2024-10-18,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00781,CUST0211,2024-09-23,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00782,CUST0001,2024-05-02,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00783,CUST0344,2024-07-22,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00784,CUST0017,2024-12-04,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00785,CUST0067,2024-11-02,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00786,CUST0039,2024-01-11,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00787,CUST0254,2024-08-02,홈페이지,결제오류,긍정,결제오류 관련 긍정 피드백
VOC00788,CUST0248,2024-10-24,홈페이지,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00789,CUST0467,2024-01-18,매장,상품문의,부정,상품문의 관련 부정 피드백
VOC00790,CUST0023,2024-03-10,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00791,CUST0408,2024-10-27,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00792,CUST0336,2024-02-29,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00793,CUST0106,2024-03-13,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00794,CUST0136,2024-09-16,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00795,CUST0469,2024-05-15,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00796,CUST0398,2024-05-14,홈페이지,상품문의,부정,상품문의 관련 부정 피드백
VOC00797,CUST0229,2024-06-19,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00798,CUST0109,2024-08-05,홈페이지,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00799,CUST0145,2024-10-22,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00800,CUST0258,2024-07-14,홈페이지,기타,중립,기타 관련 중립 피드백
VOC00801,CUST0191,2024-04-16,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00802,CUST0055,2024-08-04,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00803,CUST0413,2024-01-03,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00804,CUST0344,2024-08-13,홈페이지,기타,중립,기타 관련 중립 피드백
VOC00805,CUST0195,2024-09-26,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00806,CUST0232,2024-04-08,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00807,CUST0331,2024-08-31,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00808,CUST0244,2024-09-08,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00809,CUST0055,2024-08-23,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00810,CUST0097,2024-09-13,매장,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00811,CUST0489,2024-03-12,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00812,CUST0370,2024-08-08,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00813,CUST0109,2024-02-04,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00814,CUST0103,2024-05-15,홈페이지,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00815,CUST0398,2024-08-30,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00816,CUST0152,2024-07-31,홈페이지,결제오류,중립,결제오류 관련 중립 피드백
VOC00817,CUST0336,2024-07-14,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00818,CUST0109,2024-12-31,앱,기타,중립,기타 관련 중립 피드백
VOC00819,CUST0063,2024-10-18,매장,결제오류,중립,결제오류 관련 중립 피드백
VOC00820,CUST0313,2024-10-01,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00821,CUST0369,2024-06-15,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00822,CUST0068,2024-09-26,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00823,CUST0162,2024-10-14,전화,기타,긍정,기타 관련 긍정 피드백
VOC00824,CUST0497,2024-11-24,앱,기타,긍정,기타 관련 긍정 피드백
VOC00825,CUST0301,2024-03-12,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00826,CUST0269,2024-07-29,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00827,CUST0189,2024-09-27,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00828,CUST0391,2024-04-27,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00829,CUST0270,2024-03-16,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00830,CUST0442,2024-05-30,홈페이지,요금문의,중립,요금문의 관련 중립 피드백
VOC00831,CUST0156,2024-05-27,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00832,CUST0207,2024-06-20,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00833,CUST0397,2024-11-23,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00834,CUST0018,2024-03-13,전화,결제오류,중립,결제오류 관련 중립 피드백
VOC00835,CUST0338,2024-01-30,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00836,CUST0189,2024-10-22,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00837,CUST0144,2024-11-16,전화,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00838,CUST0356,2024-10-06,매장,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00839,CUST0313,2024-08-14,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00840,CUST0439,2024-08-27,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00841,CUST0156,2024-12-23,홈페이지,결제오류,부정,결제오류 관련 부정 피드백
VOC00842,CUST0202,2024-07-16,전화,요금문의,중립,요금문의 관련 중립 피드백
VOC00843,CUST0492,2024-04-07,매장,상품문의,부정,상품문의 관련 부정 피드백
VOC00844,CUST0058,2024-01-11,전화,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00845,CUST0189,2024-02-01,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00846,CUST0159,2024-08-10,매장,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00847,CUST0188,2024-10-29,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00848,CUST0278,2024-04-21,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00849,CUST0227,2024-06-07,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00850,CUST0436,2024-12-12,앱,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00851,CUST0386,2024-08-05,전화,상품문의,중립,상품문의 관련 중립 피드백
VOC00852,CUST0180,2024-12-22,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00853,CUST0308,2024-12-30,전화,기타,부정,기타 관련 부정 피드백
VOC00854,CUST0144,2024-04-14,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00855,CUST0173,2024-11-11,매장,결제오류,중립,결제오류 관련 중립 피드백
VOC00856,CUST0488,2024-02-11,매장,상품문의,부정,상품문의 관련 부정 피드백
VOC00857,CUST0164,2024-12-29,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00858,CUST0110,2024-03-31,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00859,CUST0001,2024-01-07,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00860,CUST0245,2024-06-06,홈페이지,요금문의,중립,요금문의 관련 중립 피드백
VOC00861,CUST0152,2024-04-24,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00862,CUST0194,2024-01-08,전화,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00863,CUST0420,2024-04-10,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00864,CUST0027,2024-10-19,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00865,CUST0305,2024-07-22,전화,상품문의,부정,상품문의 관련 부정 피드백
VOC00866,CUST0476,2024-08-23,앱,상품문의,중립,상품문의 관련 중립 피드백
VOC00867,CUST0500,2024-05-17,앱,기타,부정,기타 관련 부정 피드백
VOC00868,CUST0275,2024-01-22,앱,기타,긍정,기타 관련 긍정 피드백
VOC00869,CUST0007,2024-09-06,매장,요금문의,중립,요금문의 관련 중립 피드백
VOC00870,CUST0155,2024-05-19,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00871,CUST0406,2024-01-29,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00872,CUST0173,2024-10-27,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00873,CUST0476,2024-05-15,전화,상품문의,긍정,상품문의 관련 긍정 피드백
VOC00874,CUST0094,2024-03-20,앱,기타,긍정,기타 관련 긍정 피드백
VOC00875,CUST0119,2024-03-06,앱,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00876,CUST0007,2024-08-23,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00877,CUST0356,2024-12-12,매장,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00878,CUST0454,2024-11-02,앱,요금문의,중립,요금문의 관련 중립 피드백
VOC00879,CUST0494,2024-08-06,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00880,CUST0054,2024-06-19,전화,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00881,CUST0026,2024-08-01,홈페이지,서비스불만,긍정,서비스불만 관련 긍정 피드백
VOC00882,CUST0222,2024-02-29,홈페이지,상품문의,중립,상품문의 관련 중립 피드백
VOC00883,CUST0319,2024-10-25,앱,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00884,CUST0157,2024-03-04,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00885,CUST0435,2024-06-04,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00886,CUST0109,2024-09-13,전화,기타,중립,기타 관련 중립 피드백
VOC00887,CUST0145,2024-03-23,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00888,CUST0144,2024-11-30,전화,결제오류,부정,결제오류 관련 부정 피드백
VOC00889,CUST0436,2024-09-27,홈페이지,기타,긍정,기타 관련 긍정 피드백
VOC00890,CUST0298,2024-03-16,홈페이지,요금문의,부정,요금문의 관련 부정 피드백
VOC00891,CUST0068,2024-07-07,앱,요금문의,부정,요금문의 관련 부정 피드백
VOC00892,CUST0365,2024-03-22,앱,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00893,CUST0189,2024-04-18,매장,결제오류,부정,결제오류 관련 부정 피드백
VOC00894,CUST0068,2024-04-16,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00895,CUST0305,2024-01-11,앱,기타,중립,기타 관련 중립 피드백
VOC00896,CUST0207,2024-09-16,매장,요금문의,부정,요금문의 관련 부정 피드백
VOC00897,CUST0143,2024-10-24,앱,결제오류,부정,결제오류 관련 부정 피드백
VOC00898,CUST0465,2024-08-30,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00899,CUST0405,2024-04-19,앱,기타,부정,기타 관련 부정 피드백
VOC00900,CUST0255,2024-04-28,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00901,CUST0400,2024-09-29,매장,기타,부정,기타 관련 부정 피드백
VOC00902,CUST0475,2024-01-08,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00903,CUST0405,2024-04-09,앱,상품문의,부정,상품문의 관련 부정 피드백
VOC00904,CUST0497,2024-03-03,홈페이지,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00905,CUST0187,2024-05-01,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00906,CUST0405,2024-01-21,앱,서비스불만,부정,서비스불만 관련 부정 피드백
VOC00907,CUST0169,2024-01-05,앱,결제오류,중립,결제오류 관련 중립 피드백
VOC00908,CUST0171,2024-04-14,전화,기타,중립,기타 관련 중립 피드백
VOC00909,CUST0140,2024-08-02,전화,서비스불만,중립,서비스불만 관련 중립 피드백
VOC00910,CUST0349,2024-11-25,전화,요금문의,부정,요금문의 관련 부정 피드백
VOC00911,CUST0145,2024-07-08,전화,요금문의,긍정,요금문의 관련 긍정 피드백
VOC00912,CUST0405,2024-10-03,전화,기타,부정,기타 관련 부정 피드백
