usage_id,customer_id,usage_month,data_usage_mb,call_minutes,sms_count
USG02769,CUST0323,2024-08,8093.1,51.7,34
USG02770,CUST0149,2024-12,20417.6,85.9,26
USG02771,CUST0092,2024-01,1774.2,83.7,29
USG02772,CUST0313,2024-12,3767.4,77.5,19
USG02773,CUST0293,2024-10,4881.8,109.0,20
USG02774,CUST0242,2024-07,17951.4,129.1,28
USG02775,CUST0360,2024-04,3940.1,94.8,17
USG02776,CUST0122,2024-07,5726.1,253.8,28
USG02777,CUST0436,2024-10,2143.9,76.8,27
USG02778,CUST0443,2024-10,10519.4,6.1,23
USG02779,CUST0301,2024-04,3204.8,32.7,31
USG02780,CUST0400,2024-07,5395.4,37.8,29
USG02781,CUST0386,2024-06,9832.7,105.3,32
USG02782,CUST0159,2024-03,11590.9,184.0,18
USG02783,CUST0290,2024-02,6351.5,14.9,19
USG02784,CUST0270,2024-02,9291.6,53.0,22
USG02785,CUST0303,2024-10,3893.9,64.1,23
USG02786,CUST0285,2024-09,11567.7,258.6,21
USG02787,CUST0309,2024-01,17574.0,136.6,21
USG02788,CUST0133,2024-02,12601.9,83.2,29
USG02789,CUST0054,2024-03,8735.2,253.5,23
USG02790,CUST0036,2024-04,9452.0,36.5,21
USG02791,CUST0290,2024-02,16111.4,53.6,23
USG02792,CUST0444,2024-11,11729.5,7.7,18
USG02793,CUST0467,2024-09,17446.5,119.8,24
USG02794,CUST0224,2024-01,7594.2,119.4,25
USG02795,CUST0171,2024-08,5234.8,42.7,31
USG02796,CUST0325,2024-10,22289.3,87.4,20
USG02797,CUST0054,2024-11,9425.5,70.4,23
USG02798,CUST0229,2024-07,4510.0,108.4,28
USG02799,CUST0252,2024-03,5340.1,52.5,28
USG02800,CUST0395,2024-04,5764.6,161.9,27
USG02801,CUST0093,2024-02,5700.4,70.1,21
USG02802,CUST0444,2024-03,11866.8,70.5,28
USG02803,CUST0383,2024-08,2415.0,33.2,27
USG02804,CUST0192,2024-03,3501.2,139.8,25
USG02805,CUST0048,2024-03,4657.9,112.5,24
USG02806,CUST0469,2024-03,6403.0,80.9,25
USG02807,CUST0279,2024-03,5972.8,28.3,32
USG02808,CUST0305,2024-02,6328.4,307.1,26
USG02809,CUST0085,2024-02,9064.8,60.5,11
USG02810,CUST0476,2024-04,4992.6,82.1,26
USG02811,CUST0465,2024-01,11621.0,90.0,29
USG02812,CUST0289,2024-06,4313.1,88.1,19
USG02813,CUST0029,2024-01,27379.6,66.8,24
USG02814,CUST0072,2024-02,5659.8,14.2,28
USG02815,CUST0247,2024-07,11608.2,83.2,22
USG02816,CUST0075,2024-11,4050.7,4.7,23
USG02817,CUST0097,2024-09,11677.6,172.9,26
USG02818,CUST0402,2024-12,4964.7,30.5,20
USG02819,CUST0076,2024-06,13329.0,27.3,30
USG02820,CUST0274,2024-02,6589.5,76.4,25
USG02821,CUST0289,2024-11,4248.2,57.3,24
USG02822,CUST0486,2024-12,23930.5,125.4,29
USG02823,CUST0368,2024-06,5519.6,76.5,31
USG02824,CUST0390,2024-07,2508.8,106.0,24
USG02825,CUST0357,2024-05,7631.4,70.9,26
USG02826,CUST0431,2024-12,3384.5,164.0,20
USG02827,CUST0412,2024-01,9420.4,48.0,19
USG02828,CUST0336,2024-06,4351.4,121.5,24
USG02829,CUST0319,2024-09,7491.8,81.9,25
USG02830,CUST0024,2024-08,6384.8,105.8,24
USG02831,CUST0170,2024-04,8458.8,122.4,28
USG02832,CUST0489,2024-02,14967.9,30.9,22
USG02833,CUST0094,2024-10,7067.9,100.4,29
USG02834,CUST0332,2024-06,2181.1,15.6,23
USG02835,CUST0182,2024-01,18099.3,45.8,21
USG02836,CUST0294,2024-09,9673.0,128.5,29
USG02837,CUST0173,2024-05,6761.6,73.5,33
USG02838,CUST0189,2024-08,4778.3,242.7,21
USG02839,CUST0389,2024-08,17222.9,60.2,21
USG02840,CUST0044,2024-03,9611.0,17.0,16
USG02841,CUST0071,2024-09,14761.2,75.3,29
USG02842,CUST0281,2024-06,9942.5,159.9,24
USG02843,CUST0498,2024-04,15932.4,47.5,33
USG02844,CUST0337,2024-04,12619.0,78.6,28
USG02845,CUST0258,2024-06,13714.5,67.3,26
USG02846,CUST0349,2024-11,11222.6,110.6,20
USG02847,CUST0016,2024-05,18855.1,64.9,27
USG02848,CUST0218,2024-12,3820.6,292.1,22
USG02849,CUST0196,2024-11,5549.9,208.8,30
USG02850,CUST0344,2024-07,22185.3,180.9,26
USG02851,CUST0315,2024-06,7669.8,95.6,23
USG02852,CUST0332,2024-11,4531.0,130.6,23
USG02853,CUST0446,2024-10,8406.6,31.3,19
USG02854,CUST0406,2024-12,11005.7,168.9,24
USG02855,CUST0018,2024-09,16449.9,20.0,28
USG02856,CUST0124,2024-11,34680.6,204.2,22
USG02857,CUST0162,2024-06,9474.0,57.8,28
USG02858,CUST0080,2024-08,3932.3,117.9,26
USG02859,CUST0461,2024-02,7065.1,88.5,24
USG02860,CUST0053,2024-10,9067.3,158.8,23
USG02861,CUST0403,2024-08,2031.0,207.7,27
USG02862,CUST0402,2024-02,3901.9,113.6,27
USG02863,CUST0484,2024-10,10310.9,157.0,26
USG02864,CUST0366,2024-10,9981.8,62.6,27
USG02865,CUST0107,2024-05,11107.3,30.0,28
USG02866,CUST0381,2024-09,2152.3,200.7,25
USG02867,CUST0080,2024-06,15594.6,154.9,30
USG02868,CUST0189,2024-10,12285.5,73.2,26
USG02869,CUST0433,2024-09,7932.7,138.6,27
USG02870,CUST0027,2024-10,4727.3,99.3,31
USG02871,CUST0047,2024-05,6538.3,222.6,33
USG02872,CUST0320,2024-02,6729.3,10.6,33
USG02873,CUST0486,2024-11,12080.6,284.5,27
USG02874,CUST0185,2024-12,7547.8,78.5,24
USG02875,CUST0093,2024-06,11759.3,285.6,26
USG02876,CUST0261,2024-05,12109.0,152.5,20
USG02877,CUST0486,2024-06,3594.5,121.7,23
USG02878,CUST0144,2024-02,7783.4,17.5,29
USG02879,CUST0478,2024-09,12765.5,51.1,29
USG02880,CUST0126,2024-07,11562.8,77.0,23
USG02881,CUST0360,2024-07,4032.1,48.0,21
USG02882,CUST0297,2024-09,6453.2,273.9,24
USG02883,CUST0220,2024-05,7467.8,214.5,25
USG02884,CUST0070,2024-02,6374.1,85.0,23
USG02885,CUST0298,2024-04,4768.6,38.6,20
USG02886,CUST0437,2024-03,8650.5,109.7,27
USG02887,CUST0486,2024-09,15812.1,219.1,27
USG02888,CUST0479,2024-11,14877.4,84.8,17
USG02889,CUST0403,2024-02,6197.9,216.5,26
USG02890,CUST0313,2024-04,9298.3,126.2,21
USG02891,CUST0016,2024-03,10018.7,71.9,27
USG02892,CUST0111,2024-08,2301.7,45.6,28
USG02893,CUST0240,2024-07,16649.3,182.9,17
USG02894,CUST0066,2024-01,13557.0,179.8,28
USG02895,CUST0284,2024-03,3896.8,37.6,18
USG02896,CUST0440,2024-10,5820.5,35.8,22
USG02897,CUST0130,2024-02,11427.2,196.7,25
USG02898,CUST0093,2024-04,3176.1,78.9,28
USG02899,CUST0248,2024-02,9786.7,28.2,17
USG02900,CUST0402,2024-01,8658.5,124.6,30
USG02901,CUST0113,2024-12,3103.6,310.4,22
USG02902,CUST0284,2024-02,5249.8,474.8,21
USG02903,CUST0270,2024-12,5614.6,91.4,24
USG02904,CUST0458,2024-05,8176.0,233.7,22
USG02905,CUST0439,2024-05,3714.5,25.3,22
USG02906,CUST0101,2024-05,11313.1,45.0,29
USG02907,CUST0426,2024-03,8012.7,92.8,22
USG02908,CUST0444,2024-12,1882.6,28.5,21
USG02909,CUST0420,2024-09,19977.1,46.1,27
USG02910,CUST0395,2024-10,4755.8,51.8,31
USG02911,CUST0110,2024-08,15491.8,2.4,28
USG02912,CUST0439,2024-12,4285.8,170.7,29
USG02913,CUST0189,2024-02,12241.4,33.5,24
USG02914,CUST0209,2024-12,5556.4,59.7,28
USG02915,CUST0101,2024-03,9007.4,139.9,23
USG02916,CUST0487,2024-10,16552.6,146.3,28
USG02917,CUST0420,2024-10,9069.4,161.6,21
USG02918,CUST0498,2024-02,20883.9,20.1,20
USG02919,CUST0114,2024-09,2499.7,71.3,28
USG02920,CUST0101,2024-10,9719.6,298.4,19
USG02921,CUST0106,2024-09,21069.6,133.8,33
USG02922,CUST0430,2024-05,2635.8,138.1,38
USG02923,CUST0231,2024-04,3676.9,16.2,24
USG02924,CUST0248,2024-10,19948.2,216.3,24
USG02925,CUST0398,2024-07,9620.0,30.7,26
USG02926,CUST0486,2024-01,4076.2,45.5,26
USG02927,CUST0107,2024-08,7126.5,56.1,26
USG02928,CUST0260,2024-04,10059.1,9.4,22
USG02929,CUST0422,2024-03,9130.8,149.4,27
USG02930,CUST0332,2024-11,7709.2,27.3,17
USG02931,CUST0499,2024-02,15808.7,246.5,22
USG02932,CUST0470,2024-10,13758.2,150.6,29
USG02933,CUST0441,2024-07,18313.2,60.6,21
USG02934,CUST0282,2024-04,4661.8,67.4,23
USG02935,CUST0444,2024-01,4995.5,72.1,21
USG02936,CUST0002,2024-03,3342.6,70.2,20
USG02937,CUST0456,2024-08,7668.6,361.0,24
USG02938,CUST0398,2024-01,1740.5,177.1,16
USG02939,CUST0041,2024-08,3757.6,146.3,29
USG02940,CUST0219,2024-07,15614.4,149.6,21
USG02941,CUST0053,2024-06,33169.8,89.1,20
USG02942,CUST0089,2024-03,7666.3,66.3,27
USG02943,CUST0283,2024-03,2308.7,39.3,27
USG02944,CUST0491,2024-11,6194.6,320.1,19
USG02945,CUST0500,2024-10,2631.8,229.8,27
USG02946,CUST0333,2024-05,10282.8,210.5,19
USG02947,CUST0075,2024-07,2694.1,55.1,21
USG02948,CUST0231,2024-01,5891.1,151.6,25
USG02949,CUST0071,2024-06,17137.0,40.8,22
USG02950,CUST0298,2024-05,16337.3,170.9,25
USG02951,CUST0300,2024-07,11063.2,79.3,23
USG02952,CUST0465,2024-01,7219.4,68.2,23
USG02953,CUST0098,2024-01,7152.3,60.0,29
USG02954,CUST0370,2024-09,7701.3,59.5,28
USG02955,CUST0189,2024-10,10684.4,37.6,27
USG02956,CUST0058,2024-11,4240.9,196.9,23
USG02957,CUST0290,2024-12,6451.3,56.2,26
USG02958,CUST0301,2024-08,19404.6,231.6,20
USG02959,CUST0320,2024-12,5506.4,101.6,19
USG02960,CUST0293,2024-02,15714.6,54.4,24
USG02961,CUST0145,2024-08,10747.2,183.4,29
USG02962,CUST0298,2024-09,7870.6,133.9,27
USG02963,CUST0212,2024-08,4515.9,191.9,27
USG02964,CUST0110,2024-08,6054.9,55.3,24
USG02965,CUST0157,2024-03,12562.8,62.2,25
USG02966,CUST0221,2024-02,5117.6,127.2,25
USG02967,CUST0307,2024-07,19655.9,16.6,27
USG02968,CUST0163,2024-08,9401.2,100.0,21
USG02969,CUST0283,2024-01,19016.3,56.5,24
USG02970,CUST0417,2024-05,8870.1,101.6,23
USG02971,CUST0470,2024-06,17662.8,101.7,28
USG02972,CUST0075,2024-04,14599.2,99.4,31
USG02973,CUST0008,2024-07,14083.4,317.8,27
USG02974,CUST0360,2024-12,8994.4,45.4,29
USG02975,CUST0381,2024-07,5533.0,33.7,29
USG02976,CUST0500,2024-01,4120.5,54.5,24
USG02977,CUST0076,2024-02,3093.4,13.9,25
USG02978,CUST0212,2024-05,5290.4,111.1,29
USG02979,CUST0052,2024-05,4669.0,160.3,35
USG02980,CUST0007,2024-03,10225.3,69.9,30
USG02981,CUST0066,2024-10,5435.6,156.9,26
USG02982,CUST0473,2024-08,9781.8,136.4,22
USG02983,CUST0169,2024-08,20992.9,174.3,29
USG02984,CUST0316,2024-03,5644.5,59.6,27
USG02985,CUST0415,2024-06,5997.4,65.8,31
USG02986,CUST0252,2024-06,6787.7,101.5,19
USG02987,CUST0305,2024-04,9010.4,79.9,18
USG02988,CUST0383,2024-09,4021.2,332.8,26
USG02989,CUST0384,2024-05,19877.5,36.0,18
USG02990,CUST0439,2024-08,13188.5,128.9,26
USG02991,CUST0266,2024-07,3210.5,106.1,24
USG02992,CUST0287,2024-04,6742.7,141.9,19
USG02993,CUST0133,2024-08,6335.0,114.8,26
USG02994,CUST0333,2024-06,10526.5,130.6,30
USG02995,CUST0192,2024-07,7658.6,264.2,21
USG02996,CUST0488,2024-05,11751.5,262.0,18
USG02997,CUST0119,2024-10,6019.0,71.5,20
USG02998,CUST0305,2024-01,2167.0,56.5,29
USG02999,CUST0173,2024-08,4088.9,59.3,24
USG03000,CUST0430,2024-07,7076.2,19.2,26
USG03001,CUST0454,2024-12,18094.7,145.7,21
USG03002,CUST0140,2024-01,4805.8,137.5,21
USG03003,CUST0087,2024-06,7613.4,17.1,35
USG03004,CUST0367,2024-11,10401.9,109.8,18
USG03005,CUST0313,2024-08,3563.7,142.2,19
USG03006,CUST0022,2024-04,7171.4,131.7,23
USG03007,CUST0048,2024-05,9972.7,179.6,22
USG03008,CUST0486,2024-09,12473.0,190.0,29
USG03009,CUST0160,2024-03,8486.4,131.9,26
USG03010,CUST0143,2024-08,1963.3,199.1,25
USG03011,CUST0317,2024-03,6975.8,32.6,19
USG03012,CUST0338,2024-08,8648.7,34.8,24
USG03013,CUST0092,2024-08,5809.2,147.6,27
USG03014,CUST0232,2024-04,2524.9,184.5,26
USG03015,CUST0452,2024-09,16505.0,69.6,28
USG03016,CUST0480,2024-10,2407.7,99.3,26
USG03017,CUST0232,2024-12,12017.5,291.5,36
USG03018,CUST0070,2024-01,949.5,22.3,20
USG03019,CUST0308,2024-08,1917.6,98.6,31
USG03020,CUST0001,2024-09,14650.2,132.8,26
USG03021,CUST0400,2024-01,11934.9,58.3,26
USG03022,CUST0470,2024-04,13356.6,115.3,24
USG03023,CUST0232,2024-03,6865.3,126.1,19
USG03024,CUST0251,2024-11,9526.2,160.2,25
USG03025,CUST0016,2024-06,3798.4,202.6,15
USG03026,CUST0080,2024-04,2732.3,21.5,21
USG03027,CUST0061,2024-04,26255.1,229.0,28
USG03028,CUST0055,2024-08,5848.7,217.7,28
USG03029,CUST0067,2024-03,15801.2,35.3,26
USG03030,CUST0102,2024-07,3094.8,65.0,31
USG03031,CUST0463,2024-02,11905.6,605.2,25
USG03032,CUST0081,2024-01,6923.0,196.6,30
USG03033,CUST0010,2024-07,8022.9,79.1,25
USG03034,CUST0087,2024-02,8128.2,58.6,25
USG03035,CUST0067,2024-09,4340.1,137.1,28
USG03036,CUST0077,2024-07,9923.7,104.2,19
USG03037,CUST0486,2024-01,7247.4,40.7,27
USG03038,CUST0196,2024-06,10525.4,279.5,28
USG03039,CUST0424,2024-09,10210.2,162.2,27
USG03040,CUST0083,2024-04,4073.3,135.0,28
USG03041,CUST0029,2024-11,1703.1,191.3,19
USG03042,CUST0497,2024-08,8557.0,97.3,20
USG03043,CUST0167,2024-12,12555.8,143.4,25
USG03044,CUST0468,2024-07,4741.0,10.9,25
USG03045,CUST0179,2024-09,1596.3,32.8,21
USG03046,CUST0013,2024-06,10054.7,218.5,21
USG03047,CUST0415,2024-10,10730.8,156.4,33
USG03048,CUST0035,2024-03,7535.7,162.9,27
USG03049,CUST0445,2024-02,6639.1,113.4,32
USG03050,CUST0498,2024-06,5750.3,266.3,18
USG03051,CUST0009,2024-03,13514.5,108.5,36
USG03052,CUST0106,2024-07,8483.4,115.0,26
USG03053,CUST0198,2024-06,3622.6,0.8,30
USG03054,CUST0010,2024-07,10536.8,143.1,27
USG03055,CUST0009,2024-05,8122.2,105.4,14
USG03056,CUST0207,2024-05,9067.8,86.8,20
USG03057,CUST0023,2024-02,10861.4,194.1,27
USG03058,CUST0273,2024-01,3798.7,93.4,29
USG03059,CUST0423,2024-11,2491.6,47.2,32
USG03060,CUST0266,2024-05,23588.2,137.0,25
USG03061,CUST0496,2024-02,6231.9,232.8,27
USG03062,CUST0418,2024-05,8284.3,35.3,22
USG03063,CUST0225,2024-08,4294.6,115.7,24
USG03064,CUST0441,2024-05,21353.5,112.6,30
USG03065,CUST0203,2024-07,3986.8,74.7,32
USG03066,CUST0082,2024-02,9081.9,116.8,31
USG03067,CUST0185,2024-11,9482.1,107.8,30
USG03068,CUST0349,2024-08,20133.2,104.1,26
USG03069,CUST0053,2024-12,16493.9,97.7,31
USG03070,CUST0461,2024-05,4119.9,353.5,20
USG03071,CUST0218,2024-02,5202.1,59.9,20
USG03072,CUST0091,2024-03,11207.5,277.4,20
USG03073,CUST0481,2024-05,3675.3,129.8,24
USG03074,CUST0011,2024-03,6086.4,85.8,22
USG03075,CUST0048,2024-03,3158.0,132.8,21
USG03076,CUST0349,2024-11,8862.7,58.8,30
USG03077,CUST0283,2024-04,10908.8,29.3,26
USG03078,CUST0196,2024-09,8544.2,36.9,35
USG03079,CUST0242,2024-11,2683.5,327.2,31
USG03080,CUST0062,2024-06,7764.3,68.2,20
USG03081,CUST0141,2024-08,2899.9,61.1,19
USG03082,CUST0111,2024-05,25585.6,208.4,34
USG03083,CUST0396,2024-11,8179.7,74.3,22
USG03084,CUST0185,2024-07,2823.8,19.5,27
USG03085,CUST0344,2024-04,4947.6,97.1,16
USG03086,CUST0186,2024-03,7582.0,59.7,24
USG03087,CUST0234,2024-12,8108.2,162.8,21
USG03088,CUST0498,2024-12,6224.5,52.3,30
USG03089,CUST0290,2024-03,10095.6,82.9,24
USG03090,CUST0235,2024-02,6624.8,58.8,30
USG03091,CUST0369,2024-05,3562.6,49.2,29
USG03092,CUST0491,2024-11,4285.4,104.2,32
USG03093,CUST0127,2024-01,4573.6,92.5,25
USG03094,CUST0486,2024-03,2172.4,142.3,25
USG03095,CUST0095,2024-11,7021.3,121.6,21
USG03096,CUST0192,2024-05,17817.2,117.1,26
USG03097,CUST0331,2024-02,10939.6,164.2,21
USG03098,CUST0263,2024-08,3728.2,262.7,22
USG03099,CUST0193,2024-11,3092.7,412.5,26
USG03100,CUST0378,2024-02,29714.6,73.7,29
USG03101,CUST0331,2024-03,9024.3,102.7,24
USG03102,CUST0495,2024-10,10879.6,133.7,32
USG03103,CUST0357,2024-04,15007.6,175.3,22
USG03104,CUST0089,2024-07,9136.5,70.8,22
USG03105,CUST0316,2024-08,29710.9,36.9,31
USG03106,CUST0363,2024-05,7893.0,286.8,18
USG03107,CUST0109,2024-06,11737.7,70.3,33
USG03108,CUST0365,2024-09,9345.1,171.1,29
USG03109,CUST0193,2024-04,5774.9,58.8,21
USG03110,CUST0383,2024-05,11822.8,26.2,25
USG03111,CUST0242,2024-06,6576.3,113.6,22
USG03112,CUST0498,2024-04,7421.1,110.0,35
USG03113,CUST0097,2024-09,10695.2,205.1,23
USG03114,CUST0101,2024-02,4755.4,95.1,24
USG03115,CUST0140,2024-10,14500.9,144.7,33
USG03116,CUST0337,2024-01,8313.3,160.1,22
USG03117,CUST0016,2024-02,16418.5,53.2,21
USG03118,CUST0360,2024-01,3467.6,76.4,20
USG03119,CUST0318,2024-07,10019.0,91.6,26
USG03120,CUST0157,2024-08,7411.0,30.5,20
USG03121,CUST0413,2024-07,19842.1,74.6,24
USG03122,CUST0491,2024-02,7866.8,28.6,27
USG03123,CUST0062,2024-06,4327.4,61.1,29
USG03124,CUST0202,2024-05,5633.5,82.6,31
USG03125,CUST0192,2024-11,9324.5,52.9,26
USG03126,CUST0199,2024-11,11353.0,115.4,25
USG03127,CUST0139,2024-02,4857.5,104.6,24
USG03128,CUST0392,2024-09,8376.8,94.8,24
USG03129,CUST0216,2024-10,4324.7,68.0,32
USG03130,CUST0280,2024-04,10810.6,49.3,16
USG03131,CUST0181,2024-08,5028.4,179.2,26
USG03132,CUST0317,2024-10,15609.7,69.1,28
USG03133,CUST0433,2024-10,15539.6,274.9,23
USG03134,CUST0384,2024-05,3920.9,91.8,27
USG03135,CUST0208,2024-05,12464.3,196.8,24
USG03136,CUST0282,2024-05,2187.1,171.9,34
USG03137,CUST0305,2024-07,16305.7,201.5,35
USG03138,CUST0481,2024-06,3976.0,61.5,27
USG03139,CUST0269,2024-11,13242.9,97.8,28
USG03140,CUST0159,2024-06,8985.7,106.8,24
USG03141,CUST0345,2024-04,8644.8,14.9,21
USG03142,CUST0080,2024-02,17873.1,34.4,28
USG03143,CUST0278,2024-10,7631.0,131.7,27
USG03144,CUST0281,2024-05,7283.6,149.8,19
USG03145,CUST0266,2024-01,6047.8,187.8,34
USG03146,CUST0207,2024-11,11820.3,85.0,24
USG03147,CUST0040,2024-12,19228.9,94.3,12
USG03148,CUST0238,2024-11,7198.4,219.0,31
USG03149,CUST0324,2024-07,17348.7,65.6,23
USG03150,CUST0203,2024-03,3602.6,341.6,16
USG03151,CUST0123,2024-09,8606.7,262.9,22
USG03152,CUST0316,2024-08,15903.0,162.3,27
USG03153,CUST0456,2024-12,3420.9,49.0,24
USG03154,CUST0199,2024-12,5343.8,56.2,25
USG03155,CUST0369,2024-10,6726.3,162.2,25
USG03156,CUST0487,2024-04,4453.6,184.4,16
USG03157,CUST0497,2024-04,9833.2,210.0,28
USG03158,CUST0141,2024-03,5295.0,95.2,13
USG03159,CUST0266,2024-12,6927.5,129.6,29
USG03160,CUST0048,2024-02,6532.1,39.3,27
USG03161,CUST0219,2024-05,13850.0,82.9,24
USG03162,CUST0040,2024-08,11595.3,66.0,25
USG03163,CUST0033,2024-08,14188.0,25.3,24
USG03164,CUST0061,2024-12,24917.2,292.8,22
USG03165,CUST0396,2024-08,15712.6,49.8,33
USG03166,CUST0325,2024-11,14471.1,63.8,35
USG03167,CUST0493,2024-01,3493.9,122.4,22
USG03168,CUST0089,2024-05,2832.7,80.4,21
USG03169,CUST0495,2024-01,2864.8,46.9,28
USG03170,CUST0487,2024-09,10468.9,110.3,22
USG03171,CUST0256,2024-09,12751.4,92.3,27
USG03172,CUST0070,2024-05,12309.7,75.2,30
USG03173,CUST0076,2024-01,5554.4,121.8,24
USG03174,CUST0300,2024-03,9275.7,255.3,29
USG03175,CUST0473,2024-09,13744.6,153.1,26
USG03176,CUST0493,2024-06,4922.5,51.9,24
USG03177,CUST0366,2024-11,8659.0,261.2,23
USG03178,CUST0422,2024-07,13345.0,33.6,21
USG03179,CUST0145,2024-12,6698.8,74.5,23
USG03180,CUST0143,2024-02,8036.9,46.5,26
USG03181,CUST0463,2024-11,4457.1,130.7,27
USG03182,CUST0144,2024-05,8628.7,72.1,30
USG03183,CUST0011,2024-02,11175.0,39.8,31
USG03184,CUST0495,2024-09,3870.2,189.5,34
USG03185,CUST0018,2024-01,8289.1,20.0,23
USG03186,CUST0369,2024-10,9856.2,266.1,23
USG03187,CUST0334,2024-04,12392.6,341.1,19
USG03188,CUST0394,2024-04,10951.5,44.4,30
USG03189,CUST0224,2024-04,2749.4,88.0,31
USG03190,CUST0252,2024-04,3731.6,146.4,15
USG03191,CUST0224,2024-10,14298.9,36.6,25
USG03192,CUST0081,2024-04,7848.5,148.1,28
USG03193,CUST0258,2024-07,5783.8,189.8,28
USG03194,CUST0075,2024-08,5700.4,35.3,18
USG03195,CUST0286,2024-05,17056.3,144.7,22
USG03196,CUST0027,2024-03,12080.3,9.1,28
USG03197,CUST0221,2024-04,14589.8,78.2,27
USG03198,CUST0248,2024-05,12336.5,44.0,16
USG03199,CUST0446,2024-02,4922.9,57.1,28
USG03200,CUST0468,2024-09,4009.4,185.9,24
USG03201,CUST0305,2024-07,9365.9,125.6,18
USG03202,CUST0442,2024-06,2219.4,417.6,30
USG03203,CUST0072,2024-04,4297.5,531.6,20
USG03204,CUST0136,2024-03,5841.9,81.7,22
USG03205,CUST0043,2024-08,3098.1,43.0,24
USG03206,CUST0437,2024-08,8454.2,210.7,18
USG03207,CUST0316,2024-09,2357.1,87.3,24
USG03208,CUST0018,2024-03,11564.5,155.3,23
USG03209,CUST0405,2024-02,8624.2,108.8,18
USG03210,CUST0331,2024-12,10412.8,63.7,29
USG03211,CUST0173,2024-10,11996.3,76.8,18
USG03212,CUST0062,2024-03,7433.3,203.2,26
USG03213,CUST0404,2024-08,19112.2,93.5,27
USG03214,CUST0069,2024-08,7960.0,54.4,28
USG03215,CUST0424,2024-09,9817.8,83.7,18
USG03216,CUST0366,2024-10,7081.6,7.4,32
USG03217,CUST0442,2024-10,2285.4,36.1,25
USG03218,CUST0252,2024-03,16720.5,32.7,21
USG03219,CUST0462,2024-11,12005.6,187.7,25
USG03220,CUST0316,2024-11,11841.5,626.0,31
USG03221,CUST0079,2024-01,6276.8,94.0,23
USG03222,CUST0483,2024-11,4660.7,63.7,21
USG03223,CUST0002,2024-06,1916.8,99.5,21
USG03224,CUST0189,2024-09,2203.0,63.5,30
USG03225,CUST0109,2024-07,4595.8,110.6,23
USG03226,CUST0281,2024-08,5471.7,287.9,33
USG03227,CUST0333,2024-08,3396.1,183.4,37
USG03228,CUST0248,2024-04,14580.5,173.0,29
USG03229,CUST0018,2024-01,4229.1,76.5,17
USG03230,CUST0473,2024-12,17867.6,191.6,12
USG03231,CUST0478,2024-04,4738.4,84.5,18
USG03232,CUST0005,2024-01,10779.0,47.3,19
USG03233,CUST0360,2024-03,9059.8,111.0,30
USG03234,CUST0363,2024-12,7333.0,151.8,26
USG03235,CUST0441,2024-07,15224.9,57.5,21
USG03236,CUST0173,2024-06,6073.6,121.0,13
USG03237,CUST0463,2024-09,9124.0,249.1,28
USG03238,CUST0299,2024-05,19111.7,216.0,17
USG03239,CUST0411,2024-06,12855.7,5.3,14
USG03240,CUST0444,2024-01,17829.4,136.4,28
USG03241,CUST0085,2024-09,5728.5,125.5,34
USG03242,CUST0187,2024-02,5492.2,334.9,23
USG03243,CUST0443,2024-06,11514.1,66.2,22
USG03244,CUST0482,2024-11,15115.5,20.1,21
USG03245,CUST0035,2024-02,3830.1,20.6,24
USG03246,CUST0322,2024-07,10209.4,29.4,29
USG03247,CUST0420,2024-05,29173.6,157.2,19
USG03248,CUST0096,2024-08,4784.1,155.2,19
USG03249,CUST0081,2024-08,5466.4,290.7,25
USG03250,CUST0055,2024-02,6635.1,175.9,23
USG03251,CUST0120,2024-06,4824.6,7.5,28
USG03252,CUST0271,2024-01,22187.5,145.5,38
USG03253,CUST0039,2024-03,5438.5,296.2,30
USG03254,CUST0248,2024-06,5350.3,87.4,26
USG03255,CUST0221,2024-07,8151.4,108.1,20
USG03256,CUST0126,2024-11,8555.2,91.5,29
USG03257,CUST0101,2024-05,20732.5,42.3,22
USG03258,CUST0320,2024-06,4336.9,51.1,25
USG03259,CUST0319,2024-04,7043.9,22.9,21
USG03260,CUST0218,2024-05,9803.8,155.2,25
USG03261,CUST0429,2024-05,9748.1,39.0,20
USG03262,CUST0322,2024-05,9036.9,172.6,26
USG03263,CUST0202,2024-12,17328.5,43.4,25
USG03264,CUST0444,2024-12,8194.1,141.8,26
USG03265,CUST0498,2024-07,13193.9,191.9,30
USG03266,CUST0378,2024-07,9022.7,42.1,32
USG03267,CUST0317,2024-10,10367.4,26.7,18
USG03268,CUST0074,2024-12,6047.6,98.9,30
USG03269,CUST0480,2024-01,2758.7,107.5,29
USG03270,CUST0461,2024-11,12005.8,181.7,29
USG03271,CUST0473,2024-05,14614.4,75.7,26
USG03272,CUST0496,2024-05,17744.7,153.4,26
USG03273,CUST0207,2024-10,14670.2,96.6,18
USG03274,CUST0362,2024-11,7716.9,126.0,19
USG03275,CUST0136,2024-07,26613.7,278.7,26
USG03276,CUST0299,2024-08,3909.0,69.0,21
USG03277,CUST0117,2024-11,2253.6,64.5,17
USG03278,CUST0479,2024-12,13284.6,79.7,29
USG03279,CUST0430,2024-12,8089.3,62.0,22
USG03280,CUST0404,2024-08,10050.0,37.2,29
USG03281,CUST0039,2024-07,3287.7,193.0,28
USG03282,CUST0203,2024-05,8573.7,74.8,24
USG03283,CUST0197,2024-12,2378.7,87.3,24
USG03284,CUST0206,2024-09,7088.0,114.3,23
USG03285,CUST0486,2024-08,2481.2,110.7,25
